Distance (µm),Fe Wt%,Cr Wt%,Ni Wt%,Mn Wt%,Pb Wt%
0.11112623,80.79678,9.445777,9.757441,0,0
0.111348483,72.41957,15.33313,8.476036,0,3.771268
0.111570735,74.95282,15.36401,7.118584,1.0087,1.555879
0.111792987,82.22276,11.34687,6.018516,0,0.411852
0.11201524,74.95186,16.06285,4.361578,0,4.623714
0.112237492,80.33437,8.577818,4.407351,0.458736,6.221731
0.112459745,69.86164,13.87247,10.73948,1.686474,3.839934
0.112681997,76.58231,10.2746,8.598992,4.54411,0
0.11290425,77.82796,12.63767,8.691935,0.528729,0.313708
0.113126502,72.38941,14.85094,5.660871,5.033835,2.064941
0.113348755,82.72406,9.676096,5.55781,2.042036,0
0.113571007,76.74336,15.16127,7.929293,0.166078,0
0.11379326,74.54415,15.58265,9.189123,0.684073,0
0.114015512,80.37782,11.08946,8.483779,0.048948,0
0.114237765,76.73351,10.41925,6.639172,0,6.208063
0.114460017,71.84361,11.45105,5.07157,1.382447,10.25133
0.114682269,75.93542,17.85202,2.16867,2.190838,1.853054
0.114904522,78.38672,14.87943,6.733856,0,0
0.115126774,74.01084,18.73117,5.103154,2.135567,0.019269
0.115349027,74.52983,10.5905,9.693748,4.005646,1.180276
0.115571279,69.22803,14.00303,12.97629,2.626229,1.166404
0.115793532,69.54664,19.37503,6.604909,0,4.47342
0.116015784,70.14033,16.06068,11.39554,2.403447,0
0.116238037,81.61231,7.732871,8.711918,1.942896,0
0.116460289,70.24171,20.69349,6.938624,2.126176,0
0.116682542,69.28329,20.4526,7.53152,2.132021,0.600565
0.116904794,75.67131,11.52221,11.05412,1.752358,0
0.117127046,71.23943,17.21031,10.45967,0,1.090586
0.117349299,73.85421,15.67062,10.47518,0,0
0.117571551,81.12876,15.94665,2.924589,0,0
0.117793804,74.07043,12.34229,10.33874,3.248537,0
0.118016056,73.06727,15.03187,9.571042,2.329821,0
0.118238309,67.91942,13.84918,12.87983,0.959755,4.391817
0.118460561,72.0687,15.9879,6.588431,0.863172,4.4918
0.118682814,75.76946,15.36488,8.865653,0,0
0.118905066,68.30038,13.16521,12.23493,4.191,2.108481
0.119127319,66.87729,17.67632,13.04522,2.401175,0
0.119349571,71.77246,19.73203,8.495502,0,0
0.119571824,69.90474,15.3381,9.354615,0,5.402546
0.119794076,63.26904,12.37012,17.04294,4.076663,3.241234
0.120016328,74.04599,17.24505,7.925758,0.7832,0
0.120238581,70.98078,20.1992,8.193186,0.626833,0
0.120460833,74.3297,16.83703,3.825923,2.49398,2.513367
0.120683086,71.95316,15.26971,10.07533,0,2.7018
0.120905338,70.76709,18.72846,10.50445,0,0
0.121127591,74.87088,17.1282,5.405833,2.595091,0
0.121349843,66.59251,14.17098,12.52457,6.711941,0
0.121572096,66.1931,19.77454,14.03236,0,0
0.121794348,67.94364,10.59201,12.87779,1.587395,6.999165
0.122016601,71.79536,18.93354,8.018153,0,1.25295
0.122238853,66.76909,14.42762,15.73964,0,3.063653
0.122461106,68.00846,12.76969,7.775207,3.815902,7.630745
0.122683358,71.17838,15.58631,10.74414,1.133946,1.357221
0.12290561,67.19872,17.00379,15.33934,0,0.458156
0.123127863,71.76791,14.76094,10.74974,2.721415,0
0.123350115,72.12329,11.56604,13.92751,0.876204,1.506957
0.123572368,67.23702,17.77919,11.13824,2.387327,1.458218
0.12379462,70.53813,17.79583,9.593061,1.862978,0.210001
0.124016873,72.19721,16.55004,6.640347,4.612399,0
0.124239125,75.04217,12.39554,7.406373,5.155918,0
0.124461378,71.71993,12.77385,14.0809,0,1.425313
0.12468363,75.91112,15.75388,2.187434,3.448078,2.699493
0.124905883,72.81501,14.34144,12.84355,0,0
0.125128135,72.15714,13.11756,12.59057,2.134733,0
0.125350388,68.69164,20.06535,9.05766,2.18535,0
0.12557264,71.9648,11.80672,10.68394,2.933854,2.610696
0.125794892,67.04162,21.85577,9.952,1.150611,0
0.126017145,69.43615,20.03476,10.52909,0,0
0.126239397,72.40456,11.34332,14.40044,1.851673,0
0.12646165,65.43437,17.9226,12.21093,4.432104,0
0.126683902,77.70856,13.63922,8.367956,0,0.284257
0.126906155,78.56149,17.18555,2.809,1.443971,0
0.127128407,68.52547,11.71881,9.063678,2.340194,8.351848
0.12735066,71.39574,18.82985,8.465793,1.308614,0
0.127572912,69.99956,16.93146,7.592308,5.476671,0
0.127795165,72.9054,19.58969,5.824038,1.680879,0
0.128017417,69.34972,10.57194,12.36319,1.557973,6.157177
0.128239669,72.96509,16.27911,8.399644,2.356155,0
0.128461922,73.53087,14.21545,9.405068,1.00518,1.843437
0.128684174,70.12041,20.2562,8.636305,0.335312,0.651776
0.128906427,68.75712,19.34665,6.416012,3.107354,2.372861
0.129128679,66.76685,13.82469,14.10796,5.300507,0
0.129350932,78.84938,14.91573,0.899677,5.335208,0
0.129573184,75.40469,18.09709,3.880072,2.618145,0
0.129795437,68.39938,16.28394,11.95573,3.360952,0
0.130017689,69.66771,19.46918,6.306681,2.536425,2.020006
0.130239942,72.71408,11.3714,14.21131,1.703214,0
0.130462194,61.70491,19.87877,14.29559,4.120729,0
0.130684447,64.66858,14.75629,13.72765,1.19224,5.655236
0.130906699,72.54652,15.57862,5.779806,4.269611,1.825441
0.131128951,75.89952,10.70829,12.10093,0.869012,0.422247
0.131351204,68.99685,15.59504,8.515404,0.68061,6.212094
0.131573456,73.137,18.6114,4.348971,0,3.902625
0.131795709,73.42265,17.22463,7.194961,2.157763,0
0.132017961,72.99149,16.52775,6.029375,4.451383,0
0.132240214,74.33905,9.565553,10.58979,5.505605,0
0.132462466,70.72804,12.94991,9.551641,5.654706,1.115702
0.132684719,70.49685,10.53104,10.44216,5.479856,3.050093
0.132906971,71.29499,19.55536,8.53414,0.615504,0
0.133129224,74.75013,16.11572,7.947195,0.327589,0.859367
0.133351476,74.30528,15.91875,8.30779,0.930406,0.537767
0.133573729,74.66049,11.18492,7.594423,2.427697,4.13247
0.133795981,68.55338,12.58498,11.99134,3.670062,3.200227
0.134018233,69.72112,13.46156,11.64538,1.394733,3.777204
0.134240486,74.54515,15.21959,7.207285,2.174419,0.853558
0.134462738,72.11652,18.67847,7.604009,1.601005,0
0.134684991,68.65555,12.39716,15.78632,1.866709,1.294266
0.134907243,66.31861,14.56501,14.07059,3.089327,1.956454
0.135129496,72.78945,15.96734,7.704524,0,3.538688
0.135351748,68.04179,13.12733,11.06774,4.57016,3.192972
0.135574001,68.13438,16.07483,12.05448,3.410521,0.325792
0.135796253,65.61743,19.13016,10.50762,1.71656,3.028225
0.136018506,79.32803,13.95857,4.223327,2.08903,0.401043
0.136240758,78.99142,12.81487,8.193704,0,0
0.136463011,68.99776,18.59828,9.774504,0.411601,2.217855
0.136685263,76.77186,14.58135,6.351626,0,2.295169
0.136907515,69.40917,16.4322,12.98737,0.150482,1.020784
0.137129768,63.76228,16.29777,19.93995,0,0
0.13735202,74.10944,10.07046,9.928302,5.891804,0
0.137574273,70.05591,20.76311,9.180988,0,0
0.137796525,73.29124,14.6824,9.772598,1.345309,0.908451
0.138018778,73.56858,14.25276,7.634293,0.792494,3.751876
0.13824103,70.2069,14.94462,8.030173,4.010364,2.807946
0.138463283,72.88321,13.16062,6.777221,5.091912,2.087031
0.138685535,67.30193,19.46693,10.58191,2.292588,0.35664
0.138907788,66.46412,15.25565,8.589739,2.159103,7.531384
0.13913004,73.26997,14.73986,10.69556,1.294607,0
0.139352292,76.52054,17.26365,5.140988,0.942327,0.132493
0.139574545,74.75811,14.82593,5.444414,4.971543,0
0.139796797,72.48963,14.11883,8.130728,5.260806,0
0.14001905,65.69649,14.73659,12.67723,1.950931,4.938763
0.140241302,64.63274,21.21836,11.81319,0.091784,2.243919
0.140463555,74.16247,13.51917,5.81457,1.753562,4.750236
0.140685807,75.88631,9.032406,13.67674,1.404543,0
0.14090806,74.55695,12.63264,6.792805,6.017595,0
0.141130312,70.12976,18.96869,10.64707,0.25449,0
0.141352565,78.66157,15.39467,3.909864,2.033896,0
0.141574817,73.74341,14.13072,8.803042,2.632716,0.690117
0.14179707,75.80289,18.02004,3.514752,2.662311,0
0.142019322,66.1153,14.00127,11.69517,4.676352,3.511917
0.142241574,64.61061,23.62559,9.75465,1.676525,0.332623
0.142463827,68.27346,15.71918,12.47908,2.953651,0.574632
0.142686079,66.15314,17.58702,10.04664,1.048571,5.164629
0.142908332,72.54881,14.83312,10.0051,1.710888,0.902077
0.143130584,69.6118,14.32773,10.87817,3.324737,1.857556
0.143352837,72.5386,17.49932,7.124809,2.837279,0
0.143575089,69.26868,19.24204,8.710094,1.297914,1.481274
0.143797342,70.28312,16.871,6.03275,4.296645,2.516482
0.144019594,70.67051,15.59969,9.00091,4.728885,0
0.144241847,74.75386,16.20173,7.531112,1.513292,0
0.144464099,71.35123,10.836,13.21142,4.601346,0
0.144686352,71.57433,16.60546,11.78083,0.039384,0
0.144908604,72.9798,16.50177,7.403268,2.675235,0.439931
0.145130856,64.40026,16.4445,6.737907,3.108821,9.308508
0.145353109,77.02081,14.87287,7.046148,1.060175,0
0.145575361,71.88809,17.94555,10.16636,0,0
0.145797614,70.41971,12.43175,16.48666,0.661882,0
0.146019866,71.46186,22.0139,6.448273,0.075963,0
0.146242119,67.81329,19.32176,8.108975,4.755985,0
0.146464371,59.76188,22.44444,12.16424,5.629433,0
0.146686624,73.32223,11.77969,10.80846,1.867242,2.222376
0.146908876,76.55299,13.924,6.282826,2.836492,0.403691
0.147131129,65.62321,19.98767,7.298754,1.067557,6.022804
0.147353381,68.57348,13.51511,12.8693,5.02043,0.021685
0.147575634,75.45449,16.74988,7.795633,0,0
0.147797886,72.75278,21.49088,4.569848,0,1.186489
0.148020138,69.95052,14.25121,12.26128,1.922172,1.614808
0.148242391,66.29585,20.23859,11.65557,1.622248,0.187743
0.148464643,73.2104,19.47641,7.009202,0.285707,0.018277
0.148686896,69.73186,12.19716,12.39094,2.756825,2.923218
0.148909148,69.86655,17.686,11.28381,0.111273,1.052372
0.149131401,69.15587,17.01065,5.087057,3.304318,5.442104
0.149353653,74.37914,15.0206,3.828168,5.340452,1.431636
0.149575906,72.29357,12.17028,7.176514,5.435394,2.924241
0.149798158,71.47004,16.19234,7.83418,3.194519,1.308918
0.150020411,78.73908,14.62388,6.466918,0,0.170119
0.150242663,77.91536,5.891485,13.10277,0,3.090383
0.150464916,69.04982,14.64471,11.90419,2.409171,1.99211
0.150687168,75.8388,12.59326,10.56457,1.003374,0
0.15090942,69.6859,17.75448,11.60626,0.953359,0
0.151131673,63.2403,20.9983,12.87166,2.889749,0
0.151353925,75.28065,11.87547,9.975536,0,2.868344
0.151576178,66.67822,13.8724,12.57036,1.863226,5.015795
0.15179843,70.01476,13.70227,9.306629,5.412296,1.564056
0.152020683,69.70585,19.46635,8.70122,0,2.126577
0.152242935,74.93314,13.40013,10.54681,1.119914,0
0.152465188,63.72105,19.74087,10.59189,4.525787,1.420406
0.15268744,70.70477,16.44563,11.30651,1.5431,0
0.152909693,67.07879,22.26795,9.746601,0,0.906667
0.153131945,64.9734,15.21801,13.17322,2.846246,3.789118
0.153354197,73.05971,11.26777,10.56671,3.902432,1.203376
0.15357645,76.31973,15.58314,7.696678,0,0.400457
0.153798702,70.09299,16.75542,11.66736,1.484236,0
0.154020955,67.30768,19.19819,7.398504,0.812684,5.28294
0.154243207,73.65411,10.66631,13.28359,2.395993,0
0.15446546,70.46983,14.95486,10.47881,4.096499,0
0.154687712,72.48347,14.33165,9.254394,2.627962,1.302524
0.154909965,69.21422,21.5591,8.482421,0.744255,0
0.155132217,60.08049,20.05216,7.644062,3.004978,9.218305
0.15535447,76.36527,11.65449,7.978197,4.002047,0
0.155576722,73.48905,12.17491,9.628677,4.707359,0
0.155798975,62.67655,16.83582,15.1069,5.380729,0
0.156021227,67.20206,14.96281,12.23276,5.602373,0
0.156243479,70.75912,10.87906,12.53763,2.326991,3.497206
0.156465732,64.56251,22.78895,11.10658,0,1.541964
0.156687984,72.74612,19.5312,7.72268,0,0
0.156910237,64.99745,18.20661,13.01294,0,3.782992
0.157132489,66.96959,14.12265,10.56464,2.077184,6.265938
0.157354742,72.69231,9.805711,13.75872,3.743254,0
0.157576994,64.05914,21.29752,9.783706,3.349766,1.509865
0.157799247,66.20312,18.92613,10.66876,4.177206,0.024787
0.158021499,76.36744,14.59158,8.33391,0.707068,0
0.158243752,68.61814,26.05861,4.1431,1.180143,0
0.158466004,63.92393,18.6647,15.08935,0,2.322024
0.158688257,74.82544,15.82622,8.429243,0.9191,0
0.158910509,68.14097,18.24763,11.4431,2.168301,0
0.159132761,75.34038,8.973124,11.49664,4.189864,0
0.159355014,70.66042,14.57095,9.206767,5.364356,0.197508
0.159577266,73.36578,12.66877,9.108513,3.422713,1.434216
0.159799519,83.52344,7.436405,3.922181,4.058276,1.059702
0.160021771,72.0147,18.36728,6.275543,3.342475,0
0.160244024,68.32581,13.16534,9.227124,5.225652,4.056074
0.160466276,70.81631,17.46596,11.71774,0,0
0.160688529,69.846,14.52262,8.525787,0.758258,6.347339
0.160910781,66.64812,16.88868,13.82096,0.891504,1.750742
0.161133034,79.76005,10.5322,7.250778,2.404238,0.052731
0.161355286,73.06976,13.3313,8.439692,5.159248,0
0.161577539,77.16588,13.4889,9.042769,0.22925,0.073202
0.161799791,66.83321,19.30421,7.559799,5.731759,0.571015
0.162022043,70.78967,13.8221,10.5534,0,4.834828
0.162244296,71.66182,13.76895,13.66443,0.904806,0
0.162466548,74.68158,10.72503,8.025449,3.986307,2.581632
0.162688801,72.19292,17.75096,10.00422,0,0.051911
0.162911053,70.84018,20.1342,6.97379,0,2.051838
0.163133306,76.45403,17.3071,6.143991,0.09487,0
0.163355558,70.44559,19.01877,9.111128,1.424518,0
0.163577811,64.93315,16.58807,13.70313,0.070237,4.705413
0.163800063,75.38914,18.0357,5.245727,1.329431,0
0.164022316,76.79789,15.29789,6.750056,1.10692,0.04724
0.164244568,71.66222,17.75847,7.974168,2.60513,0
0.16446682,68.01588,20.96351,7.841372,0.329978,2.849265
0.164689073,76.71458,16.91039,6.375029,0,0
0.164911325,74.54772,16.43278,6.921593,2.097908,0
0.165133578,68.75989,13.487,12.39507,3.140265,2.217782
0.16535583,74.8179,15.12081,8.90643,1.154853,0
0.165578083,69.79618,19.30611,5.416311,4.591397,0.889999
0.165800335,65.91188,24.10556,9.982566,0,0
0.166022588,76.13177,13.80229,8.501217,0,1.564723
0.16624484,73.57378,15.45442,7.099392,2.842849,1.02956
0.166467093,75.31491,14.61854,9.627358,0.439189,0
0.166689345,77.05264,14.34882,8.446195,0,0.152343
0.166911598,78.04945,9.494056,11.3491,1.016004,0.09138
0.16713385,71.63512,19.6605,8.704372,0,0
0.167356102,76.94559,8.659837,11.26821,3.023765,0.102589
0.167578355,63.78091,16.29363,10.59331,6.318206,3.013942
0.167800607,71.91586,16.74186,10.90135,0.103225,0.337712
0.16802286,70.66252,17.06664,7.67438,0.143013,4.453439
0.168245112,74.79718,13.61092,7.289047,0.832475,3.470383
0.168467365,73.34734,15.10371,8.542315,0.878982,2.127663
0.168689617,65.64704,18.33337,13.01898,3.000602,0
0.16891187,68.71224,16.0621,13.58966,0.927009,0.708999
0.169134122,73.48444,14.28325,9.955067,2.277249,0
0.169356375,69.28433,17.22824,11.39235,0.791687,1.303401
0.169578627,75.19176,18.13401,3.784671,2.770965,0.118587
0.16980088,74.66324,13.28032,8.680929,2.798873,0.576637
0.170023132,66.12045,13.89054,14.54194,5.447066,0
0.170245384,71.29605,22.70624,2.241186,3.756527,0
0.170467637,74.97764,14.07194,5.104932,3.558659,2.286825
0.170689889,66.17066,14.59297,13.2008,3.69476,2.340809
0.170912142,68.44494,15.40524,8.694444,6.211677,1.243701
0.171134394,75.85863,17.35318,3.692363,0.12095,2.974871
0.171356647,79.19626,12.33427,4.068123,4.401349,0
0.171578899,70.77039,14.60388,13.18908,1.436642,0
0.171801152,74.9562,10.51686,10.63553,0.258983,3.632427
0.172023404,79.17292,14.89192,5.935159,0,0
0.172245657,63.01695,16.98934,9.455574,5.772097,4.766037
0.172467909,72.45214,13.35214,8.786349,1.624898,3.784474
0.172690162,73.44942,15.88985,10.1172,0.543543,0
0.172912414,77.90686,11.38516,9.165956,1.542023,0
0.173134666,56.72112,20.06435,14.19497,4.683021,4.336541
0.173356919,71.5984,16.3503,11.14834,0.902961,0
0.173579171,74.51196,13.53547,10.20777,1.744805,0
0.173801424,73.17668,14.53287,9.499789,2.790659,0
0.174023676,70.25782,16.782,8.685283,1.791704,2.483196
0.174245929,72.44727,10.9629,7.445338,5.974702,3.169798
0.174468181,74.23407,12.088,9.540002,2.392631,1.745299
0.174690434,64.58469,18.19913,12.29102,4.693556,0.231599
0.174912686,65.00715,16.00807,13.93305,2.408812,2.642918
0.175134939,76.06814,15.07,7.102921,0.205593,1.553347
0.175357191,69.73798,14.28524,13.29289,2.683889,0
0.175579443,71.32703,19.53675,6.675173,2.461049,0
0.175801696,75.82901,14.20295,7.944056,2.023984,0
0.176023948,72.71583,16.5565,6.643835,4.083838,0
0.176246201,68.59612,18.38305,7.877913,2.087214,3.05571
0.176468453,69.27251,14.40584,12.28942,4.032234,0
0.176690706,64.84155,17.11048,10.74415,3.700627,3.60319
0.176912958,60.01535,19.87487,13.46944,6.64034,0
0.177135211,71.42611,17.76796,8.796121,0.74246,1.26735
0.177357463,73.79734,16.96484,5.605142,1.745893,1.886783
0.177579716,69.05636,16.87159,11.12943,0.39952,2.543103
0.177801968,71.05086,16.34494,7.206226,2.735298,2.662673
0.178024221,74.12151,12.76754,8.896248,4.214702,0
0.178246473,78.42711,7.520936,14.05195,0,0
0.178468725,71.00822,17.16257,9.467892,2.361306,0
0.178690978,77.44844,15.5143,5.66291,1.374347,0
0.17891323,71.80406,19.58621,7.436605,0,1.173123
0.179135483,72.22684,11.74708,15.01973,1.006352,0
0.179357735,65.89175,17.71111,10.91755,5.479593,0
0.179579988,72.3094,13.53117,11.8992,2.260229,0
0.17980224,72.71015,17.90706,6.362038,3.020745,0
0.180024493,68.8327,16.28251,9.834465,5.050321,0
0.180246745,68.82032,19.47494,8.140416,3.564327,0
0.180468998,70.01684,20.94084,7.971661,1.070662,0
0.18069125,73.33873,13.15527,7.940459,3.274517,2.291022
0.180913503,68.61361,19.62747,10.76208,0.996841,0
0.181135755,76.6581,14.63696,6.88453,1.254174,0.566236
0.181358007,71.40861,15.28286,10.15367,0,3.15486
0.18158026,71.9423,11.35138,13.89229,1.625543,1.188492
0.181802512,70.00697,16.49654,10.11238,3.384103,0
0.182024765,73.65389,15.38317,10.96294,0,0
0.182247017,69.77024,13.91843,12.00201,2.381663,1.927655
0.18246927,72.57967,17.27655,6.334168,3.809611,0
0.182691522,69.88524,19.2011,9.715395,1.198268,0
0.182913775,71.88474,14.69056,10.01029,2.600981,0.813437
0.183136027,72.53571,18.57248,8.891802,0,0
0.18335828,74.99104,15.96926,7.701632,0.652412,0.685651
0.183580532,71.40173,14.65659,9.889567,2.29423,1.757888
0.183802785,74.27972,13.73141,8.98758,2.479732,0.521555
0.184025037,69.08398,17.45303,11.58621,1.876779,0
0.184247289,76.0433,15.0427,7.659573,1.254426,0
0.184469542,65.20368,18.96864,11.98469,2.297874,1.545112
0.184691794,67.58453,14.9428,16.81431,0,0.658351
0.184914047,68.70105,13.16188,17.0017,1.135368,0
0.185136299,71.55991,17.72631,8.987616,1.726169,0
0.185358552,79.61667,12.36231,6.655202,1.36582,0
0.185580804,72.52965,17.65814,8.261602,1.550617,0
0.185803057,73.24185,11.10271,12.13059,2.201212,1.323635
0.186025309,70.95605,19.46253,5.536264,1.891029,2.154132
0.186247562,72.11398,14.17218,11.55511,2.158732,0
0.186469814,68.45837,12.42595,10.19127,4.149271,4.775141
0.186692067,72.69633,14.42963,6.988215,4.787204,1.098623
0.186914319,81.06101,8.18464,9.70422,1.050129,0
0.187136571,65.9063,19.95947,8.039575,1.676988,4.417675
0.187358824,74.79863,17.53964,6.386435,1.275296,0
0.187581076,69.93033,15.14913,9.593894,3.357863,1.968783
0.187803329,73.65313,16.38544,9.692852,0.268581,0
0.188025581,74.54479,16.3488,8.245856,0.860547,0
0.188247834,72.26652,14.24414,9.91385,0.901122,2.674374
0.188470086,71.76305,16.72834,5.510457,5.998154,0
0.188692339,71.98146,17.0963,8.626092,0,2.296148
0.188914591,71.27958,17.51611,8.718088,1.724203,0.762022
0.189136844,70.55021,18.85239,10.3448,0.252602,0
0.189359096,71.249,17.30665,9.177782,2.266568,0
0.189581348,73.10241,19.04764,5.180147,1.321632,1.348174
0.189803601,75.14141,16.99847,5.750535,2.109584,0
0.190025853,74.58041,12.85295,9.725449,2.84119,0
0.190248106,73.70683,13.12371,7.146681,3.00358,3.019209
0.190470358,77.23445,10.28306,12.29126,0,0.191226
0.190692611,64.74363,21.97774,12.78035,0.498285,0
0.190914863,75.74017,13.9722,8.694993,1.592635,0
0.191137116,66.13476,21.60153,10.88206,1.381655,0
0.191359368,74.43518,15.3861,8.484766,1.693956,0
0.191581621,72.4618,12.76206,11.70387,3.072277,0
0.191803873,74.35486,12.20699,5.3464,8.091752,0
0.192026126,71.07539,13.97375,10.59433,1.862714,2.493818
0.192248378,74.7319,14.00354,5.403535,2.937171,2.923846
0.19247063,76.03031,13.46854,9.686593,0.367786,0.446766
0.192692883,68.52349,18.127,10.4354,0.293514,2.62059
0.192915135,76.9143,16.26516,6.820548,0,0
0.193137388,68.84336,17.65185,9.44427,0.831632,3.228889
0.19335964,69.05376,17.34986,13.59638,0,0
0.193581893,73.79143,15.3982,10.00436,0,0.806001
0.193804145,63.38253,19.50836,14.85604,1.817225,0.435843
0.194026398,71.62945,16.87574,10.19775,0.846129,0.45093
0.19424865,72.46387,15.47078,8.819305,3.246047,0
0.194470903,74.83302,17.19862,5.634723,0,2.333645
0.194693155,69.30962,17.04328,10.5521,2.575966,0.519032
0.194915408,76.58604,15.62749,3.283674,2.524856,1.977937
0.19513766,68.78301,19.79243,11.29542,0,0.129134
0.195359912,74.03309,14.78233,9.843469,1.1649,0.176214
0.195582165,69.27696,19.81704,9.486981,0,1.419017
0.195804417,74.71948,10.72684,10.6889,2.336658,1.528125
0.19602667,72.00106,13.56726,11.78252,0.695337,1.953815
0.196248922,72.04797,17.76037,6.64,3.551649,0
0.196471175,78.91703,16.32733,4.755641,0,0
0.196693427,71.89278,18.39304,8.5762,1.120042,0.017944
0.19691568,67.94142,12.88505,11.57349,6.410585,1.189448
0.197137932,70.11074,17.85777,10.40934,1.334884,0.287256
0.197360185,74.25694,16.5176,5.799066,3.426394,0
0.197582437,68.36091,15.10885,11.46516,1.093088,3.971993
0.19780469,71.04991,17.40824,6.843489,2.383579,2.314785
0.198026942,79.09473,11.14808,7.131036,2.626163,0
0.198249194,59.44743,17.64415,16.83414,2.301696,3.772588
0.198471447,75.55878,13.08871,9.91727,1.435237,0
0.198693699,73.52271,12.81238,11.00438,0.509902,2.150633
0.198915952,60.72777,21.78039,14.78202,2.709826,0
0.199138204,67.98589,21.6351,8.223109,0,2.155905
0.199360457,67.71149,13.54008,12.01477,6.733661,0
0.199582709,77.5219,14.52383,6.88973,1.064535,0
0.199804962,80.80489,11.92466,4.745678,1.046781,1.47799
0.200027214,65.27175,14.93147,9.49271,5.308753,4.995324
0.200249467,73.33105,10.34174,10.18455,6.015332,0.127325
0.200471719,67.25169,17.38011,13.97439,0.461376,0.932431
0.200693971,67.43563,12.73199,14.35292,1.677878,3.801577
0.200916224,74.19812,15.41647,9.954312,0.337458,0.093645
0.201138476,75.25223,15.72211,6.836473,0,2.189187
0.201360729,73.60793,14.71046,6.516135,4.811058,0.35442
0.201582981,77.77981,14.30202,7.918172,0,0
0.201805234,74.67271,15.1703,7.048124,0.88785,2.221009
0.202027486,74.05684,17.29403,6.197582,1.596945,0.854605
0.202249739,70.59307,22.94541,2.265758,0.914341,3.281422
0.202471991,77.14793,10.05737,12.7947,0,0
0.202694244,72.45379,14.07092,7.927628,3.162633,2.385032
0.202916496,68.04504,19.95942,10.74428,1.251257,0
0.203138749,70.50515,17.11463,9.58422,1.118986,1.677006
0.203361001,68.63824,19.91698,9.331192,2.113589,0
0.203583253,65.06524,18.0632,13.79265,0.83773,2.241178
0.203805506,65.88066,12.82358,14.28763,3.886195,3.121937
0.204027758,76.31036,18.89066,4.798988,0,0
0.204250011,79.19341,13.71804,2.856862,4.231692,0
0.204472263,64.72239,22.04684,11.79176,0,1.439005
0.204694516,69.85904,15.46909,11.33858,3.333294,0
0.204916768,67.33497,16.97553,13.33885,1.572283,0.778377
0.205139021,75.89823,7.891769,12.65557,3.554431,0
0.205361273,78.81712,14.43267,5.460558,1.289658,0
0.205583526,73.56771,12.84306,9.209633,3.342676,1.036918
0.205805778,65.95586,17.93944,8.32655,3.107868,4.670289
0.206028031,69.73329,15.82213,11.4545,2.990075,0
0.206250283,66.85995,17.55539,11.64998,2.742746,1.191939
0.206472535,70.56997,18.01548,8.021399,0,3.393152
0.206694788,72.46257,21.71552,5.821911,0,0
0.20691704,67.80329,16.39524,12.00002,3.098867,0.702578
0.207139293,63.75082,19.92171,15.12083,1.206646,0
0.207361545,69.71227,14.276,13.42473,1.318359,1.268637
0.207583798,70.9601,19.21463,8.604641,1.220627,0
0.20780605,79.26649,9.421986,6.250997,4.31441,0.746117
0.208028303,71.06267,22.65175,3.993327,0,2.292256
0.208250555,72.72938,18.76625,6.827063,1.246525,0.430788
0.208472808,69.12046,11.28774,14.54333,5.048457,0
0.20869506,68.27689,19.43694,9.116822,2.977435,0.191909
0.208917313,71.95,12.55348,10.95514,3.124552,1.416826
0.209139565,76.17549,14.9125,4.620558,2.77581,1.515635
0.209361817,68.19257,22.01887,7.782883,0,2.005678
0.20958407,73.83072,18.09606,6.333466,0.226617,1.513138
0.209806322,71.84435,11.84491,13.1355,0,3.17524
0.210028575,64.04218,18.50191,11.41737,6.038541,0
0.210250827,66.81435,18.88945,8.835371,1.376585,4.084248
0.21047308,59.75592,21.64438,13.4636,5.136095,0
0.210695332,72.25688,11.32095,12.2539,4.168271,0
0.210917585,62.26238,24.09998,10.53336,0,3.104282
0.211139837,73.90166,13.83881,9.365,1.93418,0.960354
0.21136209,69.27884,20.2214,6.566396,1.583116,2.35025
0.211584342,65.54173,17.51736,12.90106,3.623687,0.416173
0.211806594,66.5873,21.09426,7.40939,3.104664,1.804387
0.212028847,68.2046,15.95371,12.32085,2.080557,1.440288
0.212251099,73.74739,13.1336,9.516277,3.60274,0
0.212473352,71.17389,16.48956,10.41224,1.924302,0
0.212695604,71.34795,19.33138,8.530735,0.789945,0
0.212917857,72.40517,16.09335,10.91833,0.58314,0
0.213140109,76.82556,13.22163,9.309013,0.625753,0.018042
0.213362362,73.75089,16.14216,7.083197,1.901488,1.122258
0.213584614,72.53056,11.67461,9.219565,2.494716,4.080549
0.213806867,74.39664,16.1335,5.32125,0,4.14861
0.214029119,71.78867,17.57549,9.56487,0,1.070971
0.214251372,72.28753,14.15416,13.10641,0.095936,0.355965
0.214473624,67.95261,14.51153,13.43119,4.104675,0
0.214695876,75.56857,11.66893,5.806987,0.720145,6.235377
0.214918129,69.94692,16.54802,11.98203,1.144281,0.378748
0.215140381,68.81333,15.43497,14.43337,0.716246,0.602082
0.215362634,76.92501,11.41722,8.879907,1.890665,0.887198
0.215584886,71.81494,13.40752,10.19803,1.619277,2.960234
0.215807139,65.44929,20.06112,12.64579,1.455132,0.388668
0.216029391,71.0583,14.49559,7.677388,2.691161,4.077571
0.216251644,63.43569,21.85149,7.273464,4.33189,3.107471
0.216473896,75.68105,15.3523,8.966659,0,0
0.216696149,73.75199,14.20232,10.24745,0.476234,1.322005
0.216918401,76.31161,17.48486,6.203536,0,0
0.217140654,73.99417,14.34202,3.982734,2.204764,5.476313
