Row_by_Pixel,Uncorroded_Depth_by_Pixel,Thickness_by_Pixel,x_left_edge,x_right_edge,Corrosion_Depth_Ratio
109,0,258,105,362,0.000
110,257,258,105,362,0.004
111,257,258,105,362,0.004
112,257,258,105,362,0.004
113,0,258,105,362,0.000
114,0,258,105,362,0.000
115,0,258,105,362,0.000
116,0,258,105,362,0.000
117,0,258,105,362,0.000
118,0,258,105,362,0.000
119,0,258,105,362,0.000
120,0,258,105,362,0.000
121,0,258,105,362,0.000
122,0,258,105,362,0.000
123,0,258,105,362,0.000
124,0,258,105,362,0.000
125,0,258,105,362,0.000
126,0,258,105,362,0.000
127,0,258,105,362,0.000
128,0,258,105,362,0.000
129,0,258,105,362,0.000
130,0,258,105,362,0.000
131,0,258,105,362,0.000
132,0,258,105,362,0.000
133,0,258,105,362,0.000
134,0,258,105,362,0.000
135,0,259,104,362,0.000
136,0,259,104,362,0.000
137,0,259,104,362,0.000
138,0,259,104,362,0.000
139,0,258,105,362,0.000
140,0,258,105,362,0.000
141,257,259,104,362,0.008
142,257,258,104,361,0.004
143,257,258,104,361,0.004
144,0,259,104,362,0.000
145,0,259,104,362,0.000
146,0,259,104,362,0.000
147,257,258,104,361,0.004
148,257,258,104,361,0.004
149,0,259,104,362,0.000
150,0,259,104,362,0.000
151,0,259,104,362,0.000
152,0,258,104,361,0.000
153,0,258,104,361,0.000
154,0,259,104,362,0.000
155,256,259,104,362,0.012
156,256,259,104,362,0.012
157,256,259,104,362,0.012
158,256,259,104,362,0.012
159,255,259,104,362,0.015
160,254,258,104,361,0.016
161,254,258,104,361,0.016
162,254,258,104,361,0.016
163,254,258,104,361,0.016
164,254,259,104,362,0.019
165,255,258,104,361,0.012
166,256,258,104,361,0.008
167,256,259,104,362,0.012
168,256,259,104,362,0.012
169,0,259,104,362,0.000
170,0,257,104,360,0.000
171,0,257,104,360,0.000
172,0,257,104,360,0.000
173,256,257,104,360,0.004
174,0,257,104,360,0.000
175,0,257,104,360,0.000
176,0,257,104,360,0.000
177,0,257,104,360,0.000
178,250,257,104,360,0.027
179,250,257,104,360,0.027
180,250,257,104,360,0.027
181,251,257,104,360,0.023
182,253,257,104,360,0.016
183,254,257,104,360,0.012
184,0,257,104,360,0.000
185,0,256,105,360,0.000
186,0,257,105,361,0.000
187,0,257,104,360,0.000
188,0,257,104,360,0.000
189,0,258,103,360,0.000
190,0,258,103,360,0.000
191,0,257,103,359,0.000
192,0,257,103,359,0.000
193,0,257,103,359,0.000
194,0,257,103,359,0.000
195,256,257,103,359,0.004
196,0,257,103,359,0.000
197,0,259,103,361,0.000
198,0,259,103,361,0.000
199,0,257,103,359,0.000
200,0,257,103,359,0.000
201,0,257,103,359,0.000
202,0,257,103,359,0.000
203,0,257,103,359,0.000
204,0,259,103,361,0.000
205,0,259,103,361,0.000
206,0,259,103,361,0.000
207,0,259,103,361,0.000
208,0,259,103,361,0.000
209,0,256,104,359,0.000
210,0,259,103,361,0.000
211,0,259,103,361,0.000
212,0,259,103,361,0.000
213,0,258,104,361,0.000
214,0,258,104,361,0.000
215,253,259,103,361,0.023
216,252,259,103,361,0.027
217,253,257,103,359,0.016
218,0,258,103,360,0.000
219,0,255,105,359,0.000
220,0,257,103,359,0.000
221,255,257,103,359,0.008
222,253,256,104,359,0.012
223,254,258,104,361,0.016
224,255,259,103,361,0.015
225,255,259,103,361,0.015
226,0,259,103,361,0.000
227,0,258,103,360,0.000
228,0,259,103,361,0.000
229,244,257,103,359,0.051
230,242,257,103,359,0.058
231,240,259,103,361,0.073
232,240,257,103,359,0.066
233,240,257,103,359,0.066
234,230,257,103,359,0.105
235,231,257,103,359,0.101
236,231,259,103,361,0.108
237,249,259,103,361,0.039
238,0,259,103,361,0.000
239,241,257,103,359,0.062
240,233,259,103,361,0.100
241,242,259,103,361,0.066
242,0,259,103,361,0.000
243,0,258,102,359,0.000
244,0,258,102,359,0.000
245,236,258,102,359,0.085
246,236,260,102,361,0.092
247,0,259,102,360,0.000
248,0,259,102,360,0.000
249,0,258,102,359,0.000
250,0,258,102,359,0.000
251,0,258,102,359,0.000
252,0,258,102,359,0.000
253,0,260,102,361,0.000
254,0,258,102,359,0.000
255,0,259,102,360,0.000
256,0,259,102,360,0.000
257,0,260,102,361,0.000
258,0,258,102,359,0.000
259,250,260,102,361,0.038
260,248,257,103,359,0.035
261,247,257,104,360,0.039
262,250,258,102,359,0.031
263,256,258,102,359,0.008
264,256,259,102,360,0.012
265,256,258,103,360,0.008
266,257,259,102,360,0.008
267,257,258,102,359,0.004
268,254,255,105,359,0.004
269,0,259,102,360,0.000
270,0,259,102,360,0.000
271,248,258,102,359,0.039
272,249,259,102,360,0.039
273,248,258,103,360,0.039
274,0,259,102,360,0.000
275,0,259,102,360,0.000
276,0,259,102,360,0.000
277,0,259,102,360,0.000
278,0,259,102,360,0.000
279,0,259,102,360,0.000
280,0,259,102,360,0.000
281,0,258,102,359,0.000
282,0,259,102,360,0.000
283,245,258,102,359,0.050
284,244,258,102,359,0.054
285,241,258,103,360,0.066
286,241,258,103,360,0.066
287,256,258,103,360,0.008
288,256,258,103,360,0.008
289,256,258,103,360,0.008
290,256,257,103,359,0.004
291,0,257,103,359,0.000
292,232,257,103,359,0.097
293,232,257,103,359,0.097
294,234,257,103,359,0.089
295,0,258,103,360,0.000
296,0,258,103,360,0.000
297,0,258,103,360,0.000
298,0,258,103,360,0.000
299,0,258,103,360,0.000
300,0,257,104,360,0.000
301,0,258,103,360,0.000
302,0,258,103,360,0.000
303,0,258,103,360,0.000
304,0,258,103,360,0.000
305,0,258,103,360,0.000
306,0,258,103,360,0.000
307,0,258,103,360,0.000
308,0,258,103,360,0.000
309,0,258,103,360,0.000
310,0,257,104,360,0.000
311,0,258,103,360,0.000
312,0,258,103,360,0.000
313,0,258,103,360,0.000
314,0,256,105,360,0.000
315,0,255,105,359,0.000
316,0,256,105,360,0.000
317,256,257,104,360,0.004
318,256,257,104,360,0.004
319,253,254,107,360,0.004
320,253,254,107,360,0.004
321,249,253,108,360,0.016
322,250,255,106,360,0.020
323,251,257,104,360,0.023
324,250,256,105,360,0.023
325,250,256,105,360,0.023
326,247,252,109,360,0.020
327,248,252,109,360,0.016
328,251,255,106,360,0.016
329,253,257,104,360,0.016
330,253,257,104,360,0.016
331,253,257,104,360,0.016
332,253,257,104,360,0.016
333,253,257,104,360,0.016
334,254,257,104,360,0.012
335,254,257,104,360,0.012
336,254,256,105,360,0.008
337,253,255,106,360,0.008
338,255,256,105,360,0.004
339,254,255,106,360,0.004
340,0,250,111,360,0.000
341,0,253,108,360,0.000
342,0,257,104,360,0.000
343,252,254,107,360,0.008
344,250,253,108,360,0.012
345,248,252,109,360,0.016
346,252,256,105,360,0.016
347,252,256,105,360,0.016
348,252,256,105,360,0.016
349,252,256,105,360,0.016
350,252,256,105,360,0.016
351,253,256,105,360,0.012
352,251,254,107,360,0.012
353,248,254,107,360,0.024
354,234,255,106,360,0.082
355,231,253,108,360,0.087
356,233,255,106,360,0.086
357,230,252,109,360,0.087
358,232,254,107,360,0.087
359,232,254,107,360,0.087
360,232,254,107,360,0.087
361,233,254,107,360,0.083
362,249,254,107,360,0.020
363,249,254,107,360,0.020
364,249,254,107,360,0.020
365,248,253,108,360,0.020
366,248,253,108,360,0.020
367,251,255,106,360,0.016
368,251,253,108,360,0.008
369,251,253,108,360,0.008
370,253,254,107,360,0.004
371,253,255,106,360,0.008
372,255,256,105,360,0.004
373,0,256,105,360,0.000
374,0,251,110,360,0.000
375,0,253,108,360,0.000
376,0,253,108,360,0.000
377,0,253,108,360,0.000
378,0,252,109,360,0.000
379,0,252,109,360,0.000
380,0,253,108,360,0.000
381,0,253,108,360,0.000
382,0,253,108,360,0.000
383,0,252,109,360,0.000
384,0,251,110,360,0.000
385,0,251,110,360,0.000
386,250,251,110,360,0.004
387,250,252,109,360,0.008
388,250,252,109,360,0.008
389,254,255,107,361,0.004
390,254,255,107,361,0.004
391,253,254,108,361,0.004
392,252,253,109,361,0.004
393,254,255,107,361,0.004
394,254,255,107,361,0.004
395,0,255,107,361,0.000
396,0,254,108,361,0.000
397,0,254,108,361,0.000
398,0,255,107,361,0.000
399,0,255,107,361,0.000
400,0,255,107,361,0.000
401,0,255,107,361,0.000
402,0,254,108,361,0.000
403,0,254,108,361,0.000
404,0,255,107,361,0.000
405,0,255,107,361,0.000
406,0,255,107,361,0.000
407,0,255,107,361,0.000
408,0,255,107,361,0.000
409,0,255,107,361,0.000
410,0,255,107,361,0.000
411,0,255,107,361,0.000
412,253,255,107,361,0.008
413,250,253,109,361,0.012
414,249,253,109,361,0.016
415,249,253,109,361,0.016
416,250,255,107,361,0.020
417,250,255,107,361,0.020
418,246,252,110,361,0.024
419,247,253,109,361,0.024
420,248,254,108,361,0.024
421,249,255,107,361,0.024
422,249,255,107,361,0.024
423,249,255,107,361,0.024
424,249,255,107,361,0.024
425,249,255,107,361,0.024
426,248,254,108,361,0.024
427,247,254,108,361,0.028
428,245,252,110,361,0.028
429,248,255,107,361,0.027
430,249,255,107,361,0.024
431,250,255,107,361,0.020
432,250,255,107,361,0.020
433,251,255,107,361,0.016
434,251,255,107,361,0.016
435,250,254,108,361,0.016
436,250,254,108,361,0.016
437,250,254,108,361,0.016
438,249,254,108,361,0.020
439,248,253,109,361,0.020
440,248,253,109,361,0.020
441,249,254,108,361,0.020
442,249,254,108,361,0.020
443,249,254,108,361,0.020
444,249,254,108,361,0.020
445,249,254,108,361,0.020
446,249,254,108,361,0.020
447,250,254,108,361,0.016
448,250,254,108,361,0.016
449,251,254,108,361,0.012
450,251,254,108,361,0.012
451,251,254,108,361,0.012
452,251,254,108,361,0.012
453,251,254,108,361,0.012
454,251,254,108,361,0.012
455,251,254,108,361,0.012
456,251,254,108,361,0.012
457,250,252,110,361,0.008
458,252,254,108,361,0.008
459,253,254,108,361,0.004
460,0,254,108,361,0.000
461,239,254,108,361,0.059
462,238,254,108,361,0.063
463,237,254,108,361,0.067
464,238,255,107,361,0.067
465,240,255,107,361,0.059
466,249,255,107,361,0.024
467,247,253,109,361,0.024
468,248,254,108,361,0.024
469,248,254,108,361,0.024
470,249,254,108,361,0.020
471,254,255,107,361,0.004
472,252,254,108,361,0.008
473,254,255,107,361,0.004
474,253,255,107,361,0.008
475,253,255,107,361,0.008
476,253,255,107,361,0.008
477,253,255,107,361,0.008
478,253,255,107,361,0.008
479,252,255,107,361,0.012
480,252,255,107,361,0.012
481,251,255,107,361,0.016
482,251,255,107,361,0.016
483,251,255,107,361,0.016
484,250,255,107,361,0.020
485,250,255,107,361,0.020
486,250,255,107,361,0.020
487,249,255,107,361,0.024
488,249,255,107,361,0.024
489,249,255,107,361,0.024
490,249,255,107,361,0.024
491,248,255,107,361,0.027
492,248,255,107,361,0.027
493,249,255,107,361,0.024
494,251,256,106,361,0.020
495,251,255,106,360,0.016
496,251,256,106,361,0.020
497,251,256,106,361,0.020
498,251,256,106,361,0.020
499,251,256,106,361,0.020
500,239,256,106,361,0.066
501,235,256,106,361,0.082
502,234,256,106,361,0.086
503,235,256,106,361,0.082
504,236,256,106,361,0.078
505,238,256,106,361,0.070
506,239,255,106,360,0.063
507,248,255,106,360,0.027
508,247,255,106,360,0.031
509,247,255,106,360,0.031
510,248,255,106,360,0.027
511,250,255,106,360,0.020
512,251,255,106,360,0.016
513,251,255,106,360,0.016
514,251,255,106,360,0.016
515,251,255,106,360,0.016
516,251,255,106,360,0.016
517,252,255,106,360,0.012
518,0,255,106,360,0.000
519,0,255,106,360,0.000
520,0,255,106,360,0.000
521,255,256,105,360,0.004
522,0,256,105,360,0.000
523,0,256,105,360,0.000
524,0,256,105,360,0.000
525,0,256,105,360,0.000
526,253,256,105,360,0.012
527,252,256,105,360,0.016
528,251,256,105,360,0.020
529,251,256,105,360,0.020
530,250,256,105,360,0.023
531,249,256,105,360,0.027
532,250,256,105,360,0.023
533,250,256,105,360,0.023
534,250,256,105,360,0.023
535,250,256,105,360,0.023
536,252,257,104,360,0.019
537,252,257,104,360,0.019
538,252,257,104,360,0.019
539,253,258,103,360,0.019
540,253,258,103,360,0.019
541,253,258,103,360,0.019
542,255,259,102,360,0.015
543,255,259,102,360,0.015
544,256,260,101,360,0.015
545,255,260,101,360,0.019
546,255,260,101,360,0.019
547,255,261,100,360,0.023
548,255,261,100,360,0.023
549,255,261,100,360,0.023
550,256,262,99,360,0.023
551,256,262,99,360,0.023
552,257,263,98,360,0.023
553,258,263,98,360,0.019
554,258,263,98,360,0.019
555,259,264,97,360,0.019
556,259,264,97,360,0.019
557,261,265,96,360,0.015
558,262,265,96,360,0.011
559,263,265,96,360,0.008
560,264,266,95,360,0.008
561,264,266,95,360,0.008
562,0,266,95,360,0.000
563,0,267,94,360,0.000
564,0,266,94,359,0.000
565,0,267,93,359,0.000
566,261,267,93,359,0.022
567,261,268,93,360,0.026
568,262,268,92,359,0.022
569,262,267,92,358,0.019
570,261,266,93,358,0.019
571,262,267,92,358,0.019
572,263,267,92,358,0.015
573,0,267,92,358,0.000
574,0,268,92,359,0.000
575,0,266,94,359,0.000
576,0,265,94,358,0.000
577,0,269,91,359,0.000
578,0,268,92,359,0.000
579,0,268,92,359,0.000
580,0,268,92,359,0.000
581,0,268,92,359,0.000
582,0,267,92,358,0.000
583,0,266,92,357,0.000
584,0,266,92,357,0.000
585,0,267,92,358,0.000
586,0,268,92,359,0.000
587,0,268,92,359,0.000
588,0,268,92,359,0.000
589,0,268,92,359,0.000
590,0,268,92,359,0.000
591,0,268,92,359,0.000
592,256,268,92,359,0.045
593,0,268,92,359,0.000
594,0,268,92,359,0.000
595,0,267,93,359,0.000
596,0,266,93,358,0.000
597,0,267,93,359,0.000
598,0,267,93,359,0.000
599,0,267,93,359,0.000
600,0,267,93,359,0.000
601,259,267,93,359,0.030
602,259,267,93,359,0.030
603,265,267,93,359,0.007
604,264,267,93,359,0.011
605,264,267,93,359,0.011
606,264,267,93,359,0.011
607,264,267,93,359,0.011
608,264,267,93,359,0.011
609,264,267,93,359,0.011
610,262,267,93,359,0.019
611,262,267,93,359,0.019
612,261,266,94,359,0.019
613,261,265,95,359,0.015
614,253,265,95,359,0.045
615,252,264,96,359,0.045
616,252,264,96,359,0.045
617,253,265,95,359,0.045
618,255,266,94,359,0.041
619,0,266,94,359,0.000
620,0,266,94,359,0.000
621,0,265,95,359,0.000
622,0,266,94,359,0.000
623,0,266,94,359,0.000
624,0,266,94,359,0.000
625,250,266,94,359,0.060
626,250,266,94,359,0.060
627,250,266,94,359,0.060
628,250,266,94,359,0.060
629,251,266,94,359,0.056
630,250,265,95,359,0.057
631,252,265,95,359,0.049
632,239,265,95,359,0.098
633,236,265,95,359,0.109
634,236,265,95,359,0.109
635,236,264,95,358,0.106
636,262,264,95,358,0.008
637,263,264,95,358,0.004
638,262,263,96,358,0.004
639,243,263,96,358,0.076
640,243,264,95,358,0.080
641,243,264,95,358,0.080
642,243,264,95,358,0.080
643,243,264,95,358,0.080
644,243,264,95,358,0.080
645,243,264,95,358,0.080
646,243,264,95,358,0.080
647,242,263,96,358,0.080
648,241,262,97,358,0.080
649,242,263,96,358,0.080
650,242,263,96,358,0.080
651,242,263,96,358,0.080
652,242,263,96,358,0.080
653,243,263,96,358,0.076
654,249,263,96,358,0.053
655,248,263,96,358,0.057
656,248,263,96,358,0.057
657,248,263,96,358,0.057
658,247,263,96,358,0.061
659,247,263,96,358,0.061
660,247,263,96,358,0.061
661,248,263,96,358,0.057
662,246,263,96,358,0.065
663,245,262,97,358,0.065
664,244,262,97,358,0.069
665,244,262,97,358,0.069
666,244,261,98,358,0.065
667,246,262,97,358,0.061
668,248,262,97,358,0.053
669,248,262,97,358,0.053
670,248,262,97,358,0.053
671,248,262,97,358,0.053
672,237,261,98,358,0.092
673,237,261,98,358,0.092
674,236,261,98,358,0.096
675,260,262,97,358,0.008
676,0,262,97,358,0.000
677,255,261,98,358,0.023
678,252,259,100,358,0.027
679,253,260,99,358,0.027
680,253,261,98,358,0.031
681,253,261,98,358,0.031
682,253,261,98,358,0.031
683,253,261,98,358,0.031
684,252,261,98,358,0.034
685,249,259,100,358,0.039
686,249,259,100,358,0.039
687,250,260,99,358,0.038
688,251,261,98,358,0.038
689,249,260,99,358,0.042
690,248,259,100,358,0.042
691,248,260,99,358,0.046
692,248,260,99,358,0.046
693,248,259,100,358,0.042
694,247,258,101,358,0.043
695,248,257,102,358,0.035
696,236,258,101,358,0.085
697,237,259,100,358,0.085
698,236,259,100,358,0.089
699,238,258,100,357,0.078
700,250,258,100,357,0.031
701,251,259,99,357,0.031
702,249,258,100,357,0.035
703,249,258,100,357,0.035
704,225,258,100,357,0.128
705,223,258,100,357,0.136
706,223,257,101,357,0.132
707,222,256,102,357,0.133
708,221,255,103,357,0.133
709,223,257,101,357,0.132
710,241,258,100,357,0.066
711,249,257,101,357,0.031
712,249,256,102,357,0.027
713,248,254,104,357,0.024
714,250,255,103,357,0.020
715,252,256,102,357,0.016
716,254,256,102,357,0.008
717,0,256,102,357,0.000
718,0,255,103,357,0.000
719,0,254,104,357,0.000
720,0,256,102,357,0.000
721,0,257,101,357,0.000
722,0,257,101,357,0.000
723,0,254,104,357,0.000
724,0,255,103,357,0.000
725,0,255,103,357,0.000
726,247,255,103,357,0.031
727,246,254,104,357,0.031
728,248,255,103,357,0.027
729,249,256,102,357,0.027
730,249,256,102,357,0.027
731,249,256,102,357,0.027
732,249,256,102,357,0.027
733,247,255,103,357,0.031
734,247,255,103,357,0.031
735,248,256,102,357,0.031
736,247,255,103,357,0.031
737,248,255,103,357,0.027
738,235,255,103,357,0.078
739,235,255,103,357,0.078
740,234,255,103,357,0.082
741,236,257,101,357,0.082
742,237,257,101,357,0.078
743,237,257,101,357,0.078
744,235,255,103,357,0.078
745,0,254,104,357,0.000
746,0,255,103,357,0.000
747,0,256,102,357,0.000
748,0,255,103,357,0.000
749,0,255,103,357,0.000
750,0,256,102,357,0.000
751,0,256,102,357,0.000
752,0,256,102,357,0.000
753,0,256,102,357,0.000
754,0,256,102,357,0.000
755,0,256,102,357,0.000
756,0,256,102,357,0.000
757,0,256,102,357,0.000
758,0,254,103,356,0.000
759,0,254,103,356,0.000
760,0,255,103,357,0.000
761,255,256,102,357,0.004
762,254,255,103,357,0.004
763,0,254,103,356,0.000
764,0,254,103,356,0.000
765,253,254,103,356,0.004
766,253,254,103,356,0.004
767,252,253,104,356,0.004
768,0,254,103,356,0.000
769,0,254,103,356,0.000
770,253,254,103,356,0.004
771,253,254,103,356,0.004
772,253,254,103,356,0.004
773,253,254,103,356,0.004
774,253,254,103,356,0.004
775,252,253,104,356,0.004
776,251,252,105,356,0.004
777,252,253,104,356,0.004
778,253,254,103,356,0.004
779,0,253,104,356,0.000
780,0,253,104,356,0.000
781,0,253,104,356,0.000
782,0,253,104,356,0.000
783,0,253,104,356,0.000
784,0,253,104,356,0.000
785,0,253,104,356,0.000
786,0,253,104,356,0.000
787,0,253,104,356,0.000
788,0,253,104,356,0.000
789,0,253,104,356,0.000
790,0,253,104,356,0.000
791,0,253,104,356,0.000
792,0,253,104,356,0.000
793,252,253,104,356,0.004
794,251,253,104,356,0.008
795,248,253,104,356,0.020
796,247,252,105,356,0.020
797,246,252,105,356,0.024
798,246,252,105,356,0.024
799,246,252,105,356,0.024
800,246,252,105,356,0.024
801,246,252,105,356,0.024
802,246,252,105,356,0.024
803,246,252,105,356,0.024
804,246,252,105,356,0.024
805,247,252,105,356,0.020
806,248,252,105,356,0.016
807,249,252,105,356,0.012
808,249,252,105,356,0.012
809,249,253,105,357,0.016
810,249,253,105,357,0.016
811,248,253,105,357,0.020
812,248,253,105,357,0.020
813,246,252,106,357,0.024
814,242,252,106,357,0.040
815,247,252,106,357,0.020
816,247,252,106,357,0.020
817,246,252,106,357,0.024
818,247,252,106,357,0.020
819,247,252,106,357,0.020
820,247,252,106,357,0.020
821,247,252,106,357,0.020
822,247,252,106,357,0.020
823,247,252,106,357,0.020
824,247,252,106,357,0.020
825,247,252,106,357,0.020
826,245,253,105,357,0.032
827,244,253,105,357,0.036
828,244,253,105,357,0.036
829,244,253,105,357,0.036
830,234,253,105,357,0.075
831,233,253,105,357,0.079
832,234,253,105,357,0.075
833,247,253,105,357,0.024
834,247,253,105,357,0.024
835,247,253,105,357,0.024
836,248,254,104,357,0.024
837,248,254,104,357,0.024
838,249,255,104,358,0.024
839,250,255,104,358,0.020
840,250,255,104,358,0.020
841,250,255,104,358,0.020
842,251,255,104,358,0.016
843,251,255,104,358,0.016
844,252,255,104,358,0.012
845,253,255,104,358,0.008
846,253,255,104,358,0.008
847,0,256,103,358,0.000
848,0,256,103,358,0.000
849,0,256,103,358,0.000
850,0,256,103,358,0.000
851,0,256,103,358,0.000
852,240,256,103,358,0.062
853,240,256,103,358,0.062
854,240,256,103,358,0.062
855,255,256,103,358,0.004
856,253,256,103,358,0.012
857,254,257,102,358,0.012
858,253,257,102,358,0.016
859,253,257,102,358,0.016
860,252,257,102,358,0.019
861,251,257,102,358,0.023
862,251,257,102,358,0.023
863,250,257,102,358,0.027
864,250,257,102,358,0.027
865,250,257,102,358,0.027
866,250,257,102,358,0.027
867,252,259,101,359,0.027
868,241,259,101,359,0.069
869,241,259,101,359,0.069
870,240,259,101,359,0.073
871,239,258,102,359,0.074
872,240,259,101,359,0.073
873,240,259,101,359,0.073
874,240,259,101,359,0.073
875,240,259,101,359,0.073
876,240,259,101,359,0.073
877,241,260,100,359,0.073
878,242,260,100,359,0.069
879,242,260,100,359,0.069
880,253,260,100,359,0.027
881,252,260,100,359,0.031
882,252,260,100,359,0.031
883,252,260,100,359,0.031
884,0,260,100,359,0.000
885,259,260,100,359,0.004
886,250,260,100,359,0.038
887,249,259,101,359,0.039
888,256,259,101,359,0.012
889,256,259,101,359,0.012
890,256,260,100,359,0.015
891,256,261,99,359,0.019
892,236,261,99,359,0.096
893,235,261,99,359,0.100
894,235,261,99,359,0.100
895,235,261,99,359,0.100
896,236,262,99,360,0.099
897,252,260,101,360,0.031
898,253,262,99,360,0.034
899,253,262,99,360,0.034
900,255,263,98,360,0.030
901,256,263,98,360,0.027
902,256,263,98,360,0.027
903,256,262,99,360,0.023
904,255,261,100,360,0.023
905,255,260,101,360,0.019
906,258,263,98,360,0.019
907,223,263,98,360,0.152
908,225,264,97,360,0.148
909,226,264,97,360,0.144
910,260,264,97,360,0.015
911,261,264,97,360,0.011
912,261,264,97,360,0.011
913,238,264,97,360,0.098
914,237,264,97,360,0.102
915,237,264,97,360,0.102
916,231,264,97,360,0.125
917,231,264,97,360,0.125
918,232,265,96,360,0.125
919,232,265,96,360,0.125
920,233,265,96,360,0.121
921,233,265,96,360,0.121
922,232,265,96,360,0.125
923,232,265,96,360,0.125
924,232,265,96,360,0.125
925,234,265,96,360,0.117
926,236,265,96,360,0.109
927,238,265,96,360,0.102
928,257,266,95,360,0.034
929,257,266,95,360,0.034
930,257,266,95,360,0.034
931,255,266,95,360,0.041
932,254,266,95,360,0.045
933,253,265,96,360,0.045
934,261,266,95,360,0.019
935,263,266,95,360,0.011
936,264,266,95,360,0.008
937,263,266,95,360,0.011
938,253,267,94,360,0.052
939,253,267,94,360,0.052
940,253,267,94,360,0.052
941,253,267,94,360,0.052
942,253,267,94,360,0.052
943,253,267,94,360,0.052
944,253,267,94,360,0.052
945,253,267,94,360,0.052
946,253,266,95,360,0.049
947,254,267,94,360,0.049
948,255,267,94,360,0.045
949,246,268,93,360,0.082
950,245,268,93,360,0.086
951,245,268,93,360,0.086
952,245,268,93,360,0.086
953,245,268,93,360,0.086
954,245,268,93,360,0.086
955,245,268,93,360,0.086
956,246,268,93,360,0.082
957,248,268,93,360,0.075
958,259,268,93,360,0.034
959,262,269,92,360,0.026
960,264,269,92,360,0.019
961,267,269,92,360,0.007
962,0,269,92,360,0.000
963,246,269,92,360,0.086
964,246,269,92,360,0.086
965,246,269,92,360,0.086
966,0,269,92,360,0.000
967,0,269,92,360,0.000
968,0,268,93,360,0.000
969,0,268,93,360,0.000
970,0,268,93,360,0.000
971,0,268,93,360,0.000
972,0,268,93,360,0.000
973,0,268,93,360,0.000
974,251,268,93,360,0.063
975,249,268,93,360,0.071
976,247,267,94,360,0.075
977,246,267,94,360,0.079
978,247,267,94,360,0.075
979,247,267,94,360,0.075
980,248,267,94,360,0.071
981,261,265,96,360,0.015
982,259,263,98,360,0.015
983,257,261,100,360,0.015
984,256,260,101,360,0.015
985,254,258,103,360,0.016
986,257,260,101,360,0.012
987,259,262,99,360,0.011
988,260,263,98,360,0.011
989,260,263,98,360,0.011
