Distance (µm),Cr Wt%,Mn Wt%,Fe Wt%,Pb Wt%,Ni Wt%,
0.0107738204139922,2.821087,1.334928,4.466462,91.37753,0,
0.0110650047495054,2.22122,2.451644,4.496304,90.83083,0,
0.0113561890850187,4.893132,0.366844,6.702218,88.0378,0,
0.0116473734205321,0.806647,0,7.388045,91.80531,0,
0.0119385577560454,1.091309,0.172286,2.482592,96.25381,0,
0.0122297420915586,0,0,5.7747,94.2253,0,
0.012520926427072,0.256994,0,2.986563,96.75645,0,
0.0128121107625853,3.110888,0,9.013698,87.87541,0,
0.0131032950980986,0,0.240001,3.93487,95.82513,0,
0.0133944794336119,0,0,4.573581,95.42642,0,
0.0136856637691252,0.113047,1.848619,10.16,87.87833,0,
0.0139768481046385,1.475963,1.71027,6.134786,90.67899,0,
0.0142680324401518,0,1.433708,5.373866,93.19243,0,
0.0145592167756651,4.259824,0.20183,5.029808,90.50854,0,
0.0148504011111784,0,0.361217,2.615335,97.02345,0,
0.0151415854466917,0.74338,0,14.7765,84.48012,0,
0.015432769782205,1.170407,0.355939,8.572598,89.90105,0,
0.0157239541177183,9.914762,0,2.862077,87.22316,0,
0.0160151384532315,2.016278,0,0,97.98372,0,
0.0163063227887449,1.594913,3.047369,0.058621,95.2991,0,
0.0165975071242582,1.618839,0,9.834601,88.54656,0,
0.0168886914597714,2.124738,0,5.811311,92.06395,0,
0.0171798757952848,0,0,2.891888,97.10812,0,
0.0174710601307981,4.621279,0,0,95.37872,0,
0.0177622444663114,4.011156,0,4.084744,91.9041,0,
0.0180534288018247,0.837548,1.102838,0.924624,97.13499,0,
0.018344613137338,0,0,6.315028,93.68497,0,
0.0186357974728513,0.686069,0,5.754949,93.55898,0,
0.0189269818083646,0.524695,0.104217,1.855845,97.51524,0,
0.0192181661438779,1.105423,0,3.91149,94.98309,0,
0.0195093504793912,0.502278,0,4.587907,94.90981,0,
0.0198005348149045,0,1.352029,3.506476,95.14149,0,
0.0200917191504178,1.776513,0,5.531796,92.69169,0,
0.0203829034859311,0.480532,0,6.680212,92.83926,0,
0.0206740878214444,0,1.759868,12.91755,85.32258,0,
0.0209652721569577,0.397432,0,5.379638,94.22293,0,
0.021256456492471,0,0,6.640236,93.35976,0,
0.0215476408279843,0.831947,0.056757,8.088131,91.02316,0,
0.0218388251634976,1.775495,0,4.878294,93.34621,0,
0.0221300094990109,0,0.675435,3.265887,96.05868,0,
0.0224211938345242,0.970255,0.418515,5.6267,92.98453,0,
0.0227123781700375,0,0,4.367979,95.63202,0,
0.0230035625055508,0.758776,0,0.527556,98.71367,0,
0.0232947468410641,2.803833,0,1.811875,95.38429,0,
0.0235859311765774,3.336411,0.264927,6.843028,89.55563,0,
0.0238771155120907,1.602834,0.562133,3.178281,94.65675,0,
0.024168299847604,2.167284,1.195252,0,96.63747,0,
0.0244594841831173,2.195941,0,5.005051,92.79901,0,
0.0247506685186306,2.892578,0,3.323672,93.78375,0,
0.0250418528541439,0,0,7.555611,92.44439,0,
0.0253330371896572,0,0,1.44323,98.55677,0,
0.0256242215251705,2.474017,0,4.90847,92.61752,0,
0.0259154058606838,0,0,0.020389,99.97961,0,
0.0262065901961971,0.960251,0,2.770072,96.26968,0,
0.0264977745317104,1.242815,0,1.006992,97.75019,0,
0.0267889588672237,3.836128,0,2.831578,93.33229,0,
0.027080143202737,0,0.449797,5.269748,94.28046,0,
0.0273713275382503,0,0,7.460462,92.53954,0,
0.0276625118737636,3.181615,0,1.115482,95.7029,0,
0.0279536962092769,1.700892,0,6.514107,91.785,0,
0.0282448805447902,1.767254,0.190211,6.664188,91.37835,0,
0.0285360648803035,0,0.536214,8.866052,90.59773,0,
0.0288272492158168,0,1.047078,4.291829,94.66109,0,
0.0291184335513301,1.374661,0,6.204678,92.42066,0,
0.0294096178868434,0,1.717302,2.929218,95.35348,0,
0.0297008022223567,3.196253,0.684143,0.069558,96.05005,0,
0.02999198655787,0.321594,0.095265,1.24161,98.34153,0,
0.0302831708933833,0.494827,1.74885,2.487997,95.26833,0,
0.0305743552288966,3.149711,0,9.00204,87.84825,0,
0.0308655395644099,0.930466,0,0.972091,98.09744,0,
0.0311567238999232,0.896247,1.292336,5.519609,92.29181,0,
0.0314479082354365,1.129431,0.270813,6.273038,92.32672,0,
0.0317390925709498,1.898861,2.21138,1.975779,93.91398,0,
0.0320302769064632,1.980935,0,6.099944,91.91912,0,
0.0323214612419764,2.944653,0.087145,4.65247,92.31573,0,
0.0326126455774897,2.155326,0.863322,4.691038,92.29031,0,
0.0329038299130031,1.340628,0.382528,4.215073,94.06178,0,
0.0331950142485163,3.792289,0,0,96.20771,0,
0.0334861985840296,0.137012,0,7.437032,92.42596,0,
0.033777382919543,0,0.762014,2.773787,96.4642,0,
0.0340685672550562,1.759413,0,9.231624,89.00896,0,
0.0343597515905695,2.299171,3.368598,2.875824,91.45641,0,
0.0346509359260829,1.480233,0,3.407084,95.11269,0,
0.0349421202615962,1.958122,3.439386,1.364127,93.23837,0,
0.0352333045971095,1.847541,0.081592,1.346019,96.72485,0,
0.0355244889326228,0.911534,0.468872,10.57939,88.0402,0,
0.0358156732681361,1.370163,1.455025,9.405209,87.7696,0,
0.0361068576036494,1.177898,0.762528,6.770057,91.28952,0,
0.0363980419391627,0,0.387907,3.834174,95.77792,0,
0.0366892262746759,2.635138,1.530182,3.419547,92.41513,0,
0.0369804106101892,0,1.413755,5.186934,93.39931,0,
0.0372715949457025,2.108697,1.860088,6.33006,89.70116,0,
0.0375627792812158,0.64698,0,8.748829,90.60419,0,
0.0378539636167291,0,0.10872,2.537498,97.35378,0,
0.0381451479522424,0.464447,2.552,4.352444,92.63111,0,
0.0384363322877558,1.126543,0,11.28589,87.58756,0,
0.038727516623269,0.928239,0,5.981158,93.0906,0,
0.0390187009587823,0.318235,0.741437,5.396821,93.5435,0,
0.0393098852942957,0,1.707346,3.005208,95.28745,0,
0.039601069629809,0.485036,0,5.103075,94.41189,0,
0.0398922539653222,3.269435,1.659726,2.07854,92.9923,0,
0.0401834383008356,1.310728,0,2.163823,96.52545,0,
0.0404746226363489,0.155035,0,8.926561,90.9184,0,
0.0407658069718622,2.697812,2.194041,1.210706,93.89744,0,
0.0410569913073755,1.086979,0.404097,10.14661,88.36232,0,
0.0413481756428888,5.150137,0,0.913337,93.93652,0,
0.0416393599784021,0.622422,0.035239,0,99.34234,0,
0.0419305443139154,2.76012,0,4.047989,93.19189,0,
0.0422217286494287,0.193795,0.415981,2.484535,96.90569,0,
0.042512912984942,3.666223,0,4.650544,91.68324,0,
0.0428040973204553,1.463124,0.321443,4.200014,94.01542,0,
0.0430952816559686,0,0.712676,1.958854,97.32847,0,
0.0433864659914819,1.533648,0,5.44207,93.02428,0,
0.0436776503269952,0.771436,0,2.078648,97.14992,0,
0.0439688346625085,1.632032,0.091533,0.978699,97.29774,0,
0.0442600189980218,2.180677,0,3.236869,94.58245,0,
0.0445512033335351,1.346751,0,0,98.65325,0,
0.0448423876690484,0.367053,1.077595,7.380724,91.17463,0,
0.0451335720045617,2.349174,0,2.26339,95.38744,0,
0.045424756340075,0.748806,0.755997,2.322384,96.17281,0,
0.0457159406755883,1.203863,0,0,98.79613,0,
0.0460071250111016,1.201492,0,3.968316,94.83019,0,
0.0462983093466149,0,1.401089,3.032074,95.56683,0,
0.0465894936821282,2.302793,0,4.141582,93.55563,0,
0.0468806780176415,0,0,17.04445,82.95554,0,
0.0471718623531548,0,1.188095,7.800336,91.01157,0,
0.0474630466886681,3.509063,0,2.379843,94.11109,0,
0.0477542310241814,3.225478,0.99398,4.906881,90.87366,0,
0.0480454153596947,2.865902,0,2.951708,94.18239,0,
0.048336599695208,2.31584,0,1.27154,96.41262,0,
0.0486277840307213,0.179721,1.098801,5.482814,93.23866,0,
0.0489189683662346,2.656792,0,2.095918,95.24729,0,
0.0492101527017479,0,1.765129,5.125472,93.1094,0,
0.0495013370372612,0.004056,2.834134,4.767319,92.39449,0,
0.0497925213727745,2.395197,0,4.016566,93.58823,0,
0.0500837057082878,0.471397,0.845002,6.106429,92.57717,0,
0.0503748900438011,0,0,9.081724,90.91827,0,
0.0506660743793144,1.602477,0,4.405943,93.99158,0,
0.0509572587148277,0,0,7.662733,92.33727,0,
0.051248443050341,0,2.286633,2.88548,94.82789,0,
0.0515396273858543,1.405819,0,4.569149,94.02503,0,
0.0518308117213676,1.196123,4.693332,7.767957,86.34259,0,
0.0521219960568809,7.117002,0,4.982929,87.90007,0,
0.0524131803923942,2.13484,0,5.232858,92.6323,0,
0.0527043647279075,0.800185,1.058666,6.3987,91.74245,0,
0.0529955490634208,2.868082,1.309995,10.04022,85.7817,0,
0.0532867333989341,0.181577,0.661594,11.56541,87.59142,0,
0.0535779177344474,0,1.353228,8.576647,90.07012,0,
0.0538691020699607,0,2.589715,1.833567,95.57672,0,
0.054160286405474,0,1.758835,4.163347,94.07782,0,
0.0544514707409874,3.145897,0.774095,0,96.08001,0,
0.0547426550765007,0.619884,0.596096,3.275535,95.50848,0,
0.0550338394120139,0.249941,0,5.498343,94.25172,0,
0.0553250237475272,0.735502,1.997564,2.56466,94.70227,0,
0.0556162080830405,1.01991,0,4.120035,94.86005,0,
0.0559073924185538,3.15378,2.313232,1.492827,93.04016,0,
0.0561985767540672,2.053407,0,3.729761,94.21684,0,
0.0564897610895805,0,0,2.574912,97.42509,0,
0.0567809454250938,0,0,4.98145,95.01855,0,
0.057072129760607,0.500684,1.19857,4.271119,94.02962,0,
0.0573633140961203,0.157724,0,6.422174,93.4201,0,
0.0576544984316336,2.242888,0,0,97.75711,0,
0.057945682767147,2.945278,0.591613,0.296879,96.16623,0,
0.0582368671026603,0,2.352082,2.307537,95.34038,0,
0.0585280514381736,1.994545,0,8.680828,89.32462,0,
0.0588192357736868,0.298728,0,1.474007,98.22726,0,
0.0591104201092001,0.937905,0,3.344644,95.71745,0,
0.0594016044447134,0.299292,1.399598,8.492042,89.80907,0,
0.0596927887802267,2.662943,0.879926,5.647748,90.80938,0,
0.0599839731157401,0,0.561682,0.5599,98.87842,0,
0.0602751574512534,0.39029,0,5.442154,94.16756,0,
0.0605663417867666,1.741758,0.868459,6.062313,91.32747,0,
0.0608575261222799,1.494625,3.550587,2.769528,92.18526,0,
0.0611487104577932,1.969122,0,8.328399,89.70248,0,
0.0614398947933065,1.802901,5.003905,6.46923,86.72396,0,
0.0617310791288199,0.482509,0.854997,0.700581,97.96191,0,
0.0620222634643332,2.917943,0,5.327555,91.7545,0,
0.0623134477998465,1.008083,0,7.227984,91.76393,0,
0.0626046321353598,0.577106,0,0.493787,98.92911,0,
0.0628958164708731,3.214823,0.407959,7.416046,88.96117,0,
0.0631870008063863,0.648048,1.607505,2.47944,95.26501,0,
0.0634781851418996,2.097713,0.043662,5.514596,88.63311,3.710919,
0.063769369477413,4.26754,0,6.183628,89.54884,0,
0.0640605538129263,1.398868,0.765824,7.764345,90.07096,0,
0.0643517381484396,0.735631,0,5.584474,93.67989,0,
0.0646429224839529,0.808782,0,3.743821,95.4474,0,
0.0649341068194662,0,0,7.294759,92.70524,0,
0.0652252911549795,1.353547,0,9.726736,88.91972,0,
0.0655164754904928,0.392737,0.833162,3.171426,95.60268,0,
0.0658076598260061,0,0,0.310401,99.6896,0,
0.0660988441615194,0,0,5.393006,94.60699,0,
0.0663900284970327,5.44933,0,8.806155,85.74451,0,
0.066681212832546,4.994559,0.038635,6.272096,88.69471,0,
0.0669723971680593,4.105296,0,2.804105,93.0906,0,
0.0672635815035726,1.964358,0.290771,4.594327,93.15054,0,
0.0675547658390859,0.27734,0,11.59534,88.12732,0,
0.0678459501745992,1.534024,0,7.831075,90.6349,0,
0.0681371345101125,2.82426,0,1.692658,95.48309,0,
0.0684283188456258,1.466428,2.863715,3.877986,91.79187,0,
0.068719503181139,1.085422,0.884166,3.10736,94.92305,0,
0.0690106875166524,1.447601,0.420347,1.653532,96.47852,0,
0.0693018718521657,0,0,0.536457,99.46355,0,
0.069593056187679,0.694735,0,3.865367,95.4399,0,
0.0698842405231923,7.279232,2.608145,8.521903,81.59072,0,
0.0701754248587056,2.996223,1.207566,0,95.79621,0,
0.0704666091942189,3.248192,1.072168,9.022754,86.65688,0,
0.0707577935297322,2.135854,0,7.670681,90.19347,0,
0.0710489778652455,1.579996,0,7.332685,91.08732,0,
0.0713401622007588,3.485903,8.025295,9.243419,79.24538,0,
0.0716313465362721,2.900852,0,11.26382,85.83533,0,
0.0719225308717854,2.251126,0,2.136854,95.61202,0,
0.0722137152072987,0.582983,0,2.117686,97.29933,0,
0.072504899542812,0.103743,2.419775,5.680467,91.79601,0,
0.0727960838783253,0,1.055071,10.26333,88.6816,0,
0.0730872682138386,0.465632,2.310017,7.494733,89.72961,0,
0.0733784525493519,0,0,6.518496,93.48151,0,
0.0736696368848652,4.537987,0,2.351602,93.11041,0,
0.0739608212203785,0,0,5.271714,94.72829,0,
0.0742520055558918,0,2.423521,1.077837,96.49864,0,
0.0745431898914051,0.286533,0.200642,1.940839,97.57198,0,
0.0748343742269184,0,0.010719,7.725008,92.20837,0.055903,
0.0751255585624317,0.786329,2.035421,8.052394,89.12585,0,
0.075416742897945,0,0,5.310219,94.68978,0,
0.0757079272334583,0.178964,2.420097,0,97.40094,0,
0.0759991115689716,1.089538,0,3.132068,95.7784,0,
0.0762902959044849,0.822139,0,3.681686,95.49618,0,
0.0765814802399983,1.439752,0.290405,0.568024,97.70182,0,
0.0768726645755115,0,3.873516,0.85948,95.26701,0,
0.0771638489110248,0,0.766631,4.662119,94.57125,0,
0.0774550332465381,1.216418,0,5.093749,93.68983,0,
0.0777462175820514,1.59391,0,2.521088,95.885,0,
0.0780374019175647,0.49343,0,0,99.50657,0,
0.078328586253078,0.468219,0.142377,4.18765,95.20175,0,
0.0786197705885913,2.106503,1.864205,3.333102,92.69619,0,
0.0789109549241046,1.926985,0,0,98.07301,0,
0.0792021392596179,0.540179,0,5.411131,94.04869,0,
0.0794933235951312,0,0,0.059716,99.94028,0,
0.0797845079306445,0,0.410385,2.645003,96.94461,0,
0.0800756922661579,0.424594,0,5.202603,94.3728,0,
0.0803668766016711,4.548979,0.850571,2.662102,91.93835,0,
0.0806580609371844,0.1146,1.725956,6.093362,92.06609,0,
0.0809492452726977,2.705728,0,7.781687,89.51258,0,
0.081240429608211,0.766816,2.439027,1.714539,95.07962,0,
0.0815316139437243,1.341396,6.43435,6.351123,85.87313,0,
0.0818227982792376,1.351817,0.850998,6.645868,91.15132,0,
0.082113982614751,1.534146,0,1.269007,97.19685,0,
0.0824051669502643,2.853095,0.78911,7.724483,88.63332,0,
0.0826963512857775,0.983082,1.758983,3.000582,94.25735,0,
0.0829875356212908,5.580156,0,0.846611,93.57323,0,
0.0832787199568041,3.389696,0,1.365489,95.24481,0,
0.0835699042923174,1.988556,0,6.362612,91.64883,0,
0.0838610886278308,0,0,11.04683,88.95317,0,
0.0841522729633441,0,3.052899,3.742013,93.20509,0,
0.0844434572988574,1.508909,2.04593,1.263654,95.1815,0,
0.0847346416343707,0,0.553188,4.363809,95.083,0,
0.0850258259698839,4.179821,0.022276,3.538893,92.25901,0,
0.0853170103053972,1.762074,0.497192,4.768292,92.97244,0,
0.0856081946409105,1.836126,0,3.091073,95.0728,0,
0.0858993789764239,0,0.944159,11.50758,87.54826,0,
0.0861905633119372,1.378334,0.774895,5.502833,92.34394,0,
0.0864817476474505,0,0,2.20259,97.79741,0,
0.0867729319829638,0,1.312638,7.963441,90.72392,0,
0.087064116318477,1.250437,2.371965,2.782757,93.59484,0,
0.0873553006539904,0,0,11.229,88.771,0,
0.0876464849895037,0.659626,1.572978,1.913474,95.85392,0,
0.087937669325017,0,0.536219,12.08599,87.37778,0,
0.0882288536605302,3.790521,2.58888,5.002441,88.61816,0,
0.0885200379960436,3.178342,0.743632,2.618545,93.45948,0,
0.0888112223315568,3.384877,0,5.143021,91.4721,0,
0.0891024066670701,0,0,0.421278,99.57872,0,
0.0893935910025835,1.084133,0,11.17635,87.73952,0,
0.0896847753380968,2.449528,1.867788,6.091187,89.5915,0,
0.0899759596736101,4.612237,2.263901,9.042622,84.08124,0,
0.0902671440091234,0.047376,1.941566,5.778843,92.23222,0,
0.0905583283446366,0.282633,0,6.2676,93.44977,0,
0.0908495126801499,2.939097,1.446434,3.08685,92.52762,0,
0.0911406970156633,1.141294,0,3.259701,95.59901,0,
0.0914318813511766,4.825533,1.135342,2.674231,91.36489,0,
0.0917230656866899,0,0,2.558736,97.44126,0,
0.0920142500222032,0.094568,0,8.526321,91.37911,0,
0.0923054343577165,0.118521,0,10.26656,89.61492,0,
0.0925966186932298,0.363462,1.398244,0.953045,97.28525,0,
0.092887803028743,0.304293,2.134737,4.185186,93.37579,0,
0.0931789873642564,1.261084,1.243005,4.241806,93.2541,0,
0.0934701716997697,0,3.793456,3.662346,92.5442,0,
0.093761356035283,0,2.616569,4.272728,93.1107,0,
0.0940525403707963,1.225649,0,6.316955,92.4574,0,
0.0943437247063096,5.076503,0,4.753563,90.16994,0,
0.0946349090418229,1.881314,0.538892,5.833655,91.74614,0,
0.0949260933773362,2.403086,1.089083,2.20912,94.29871,0,
0.0952172777128495,0.314095,0.592189,8.984098,90.10962,0,
0.0955084620483628,4.393768,0,3.242248,92.36398,0,
0.0957996463838761,0,0,3.6733,96.3267,0,
0.0960908307193894,0.172939,0,3.537591,96.28947,0,
0.0963820150549027,3.676448,0,3.152915,93.17064,0,
0.096673199390416,1.05358,0,2.331253,96.61517,0,
0.0969643837259293,0.685397,0.758945,5.200847,93.35481,0,
0.0972555680614426,0.41926,0,6.306927,93.27381,0,
0.0975467523969559,0,0.049631,1.377342,98.57303,0,
0.0978379367324692,0,0,11.93009,88.06991,0,
0.0981291210679825,0,2.175957,7.462778,90.36127,0,
0.0984203054034957,0,0,12.10601,87.89399,0,
0.0987114897390091,0,0,3.573912,96.42609,0,
0.0990026740745224,0.804427,0.420979,5.05501,93.71958,0,
0.0992938584100357,2.869869,0,0,97.13013,0,
0.099585042745549,0,2.269939,5.19756,92.5325,0,
0.0998762270810623,4.83472,1.469568,3.935049,89.76067,0,
0.100167411416576,1.409236,2.275542,14.52556,81.78967,0,
0.100458595752089,2.854093,0,6.891618,90.25429,0,
0.100749780087602,0,1.099646,6.569867,92.33049,0,
0.101040964423116,0.535466,1.023609,11.49747,86.94346,0,
0.101332148758629,1.448216,0.457322,10.60491,87.48955,0,
0.101623333094142,2.579756,0.832159,5.364271,91.22382,0,
0.101914517429655,0.577358,0.389427,2.797704,96.23551,0,
0.102205701765169,2.784354,0,6.351912,90.86373,0,
0.102496886100682,0.515055,0,5.327365,94.15758,0,
0.102788070436195,0,1.784385,5.64183,92.57378,0,
0.103079254771709,0,0,1.25522,98.74478,0,
0.103370439107222,1.270412,1.241313,0,97.48827,0,
0.103661623442735,0.345434,0.777145,1.672345,97.20508,0,
0.103952807778249,0.004034,3.004345,4.270539,92.72108,0,
0.104243992113762,1.177642,0,7.392631,91.42973,0,
0.104535176449275,2.886168,0,2.470055,94.64378,0,
0.104826360784788,0.132228,2.162464,5.942679,91.76263,0,
0.105117545120302,2.235643,0,3.818411,93.94595,0,
0.105408729455815,0,1.650164,10.41337,87.93647,0,
0.105699913791328,0,0.095939,4.18855,95.71552,0,
0.105991098126842,0,1.218671,12.99073,85.7906,0,
0.106282282462355,7.496187,0,0,92.50381,0,
0.106573466797868,1.808416,1.212908,6.434744,90.54393,0,
0.106864651133382,0,0.111284,0,99.88872,0,
0.107155835468895,0,0,14.11077,85.88923,0,
0.107447019804408,3.75469,0,2.895092,93.35022,0,
0.107738204139921,0.846705,1.910565,2.176099,95.06663,0,
0.108029388475435,3.093209,0.866853,4.754715,91.28522,0,
0.108320572810948,0,0.685631,3.146196,96.16817,0,
0.108611757146461,1.059715,1.18778,10.36773,87.38477,0,
0.108902941481975,0,0,3.077382,96.92262,0,
0.109194125817488,2.464441,0.739954,3.001828,93.79378,0,
0.109485310153001,0,1.815681,9.311987,88.87233,0,
0.109776494488515,2.363671,0,6.861217,90.77511,0,
0.110067678824028,1.674931,0,3.958514,94.36655,0,
0.110358863159541,0,0,6.361403,93.6386,0,
0.110650047495054,0.691888,0,9.883328,89.42478,0,
0.110941231830568,0,0.040768,9.178267,90.78096,0,
0.111232416166081,1.937876,0,1.02789,97.03423,0,
0.111523600501594,0,0.271222,3.343718,96.38506,0,
0.111814784837108,0,3.894423,4.900673,91.2049,0,
0.112105969172621,0,1.757843,12.10701,86.13515,0,
0.112397153508134,3.286992,1.976409,0,94.7366,0,
0.112688337843648,0.880344,3.507997,5.616235,89.99542,0,
0.112979522179161,4.235072,2.41435,2.155551,91.19503,0,
0.113270706514674,2.021627,0,8.789426,89.18895,0,
0.113561890850187,0.442226,0,7.944313,91.61346,0,
0.113853075185701,0,0,0,100,0,
0.114144259521214,1.493919,0,3.868685,94.6374,0,
0.114435443856727,0,1.800266,11.07725,87.12248,0,
0.114726628192241,0,0,9.362303,90.6377,0,
0.115017812527754,0,0.672234,2.249285,97.07848,0,
0.115308996863267,0,1.428851,1.154588,97.41656,0,
0.115600181198781,0.174959,1.925085,0.370672,97.52928,0,
0.115891365534294,1.938669,0,12.57052,85.49081,0,
0.116182549869807,0.255081,1.953667,0.176618,97.61463,0,
0.11647373420532,2.838033,0.784951,2.436689,93.94033,0,
0.116764918540834,0,0,5.651057,94.34895,0,
0.117056102876347,2.627068,0,3.445508,93.92742,0,
0.11734728721186,3.552815,0,0,96.44718,0,
0.117638471547374,0,0,12.24559,87.75442,0,
0.117929655882887,0,0,3.062721,96.93728,0,
0.1182208402184,2.814554,0,6.934269,90.25117,0,
0.118512024553914,0,2.402528,2.785658,94.81181,0,
0.118803208889427,0.512841,2.038258,13.01725,84.43166,0,
0.11909439322494,2.887935,4.33709,1.735341,91.03963,0,
0.119385577560453,2.754547,0,10.18101,87.06444,0,
0.119676761895967,0,2.254598,3.430146,94.31525,0,
0.11996794623148,2.422123,0,8.864143,88.71373,0,
0.120259130566993,0.646093,2.529202,8.090382,88.73432,0,
0.120550314902507,4.537464,0.880432,17.64093,76.94118,0,
0.12084149923802,1.843015,2.183134,0,95.97385,0,
0.121132683573533,1.200827,2.670729,8.381746,87.7467,0,
0.121423867909047,0,1.869336,0,98.13066,0,
0.12171505224456,3.605023,0,1.273749,95.12123,0,
0.122006236580073,0,0,7.748773,92.25123,0,
0.122297420915586,0,0,3.810696,96.1893,0,
0.1225886052511,0.153608,0,15.26964,84.57676,0,
0.122879789586613,2.731091,3.849534,6.717242,86.70213,0,
0.123170973922126,0,13.07713,23.42684,63.49603,0,
0.12346215825764,0,4.221688,10.54689,85.23142,0,
0.123753342593153,0,1.628251,3.572474,94.79928,0,
0.124044526928666,2.610392,2.578807,0,94.8108,0,
0.12433571126418,0,6.081765,3.330821,90.58742,0,
0.124626895599693,1.517299,3.30489,6.278058,88.89975,0,
0.124918079935206,2.255885,0,11.97007,85.77405,0,
0.12520926427072,3.296367,0,0,96.70364,0,
0.125500448606233,3.551965,2.787735,10.89908,82.76122,0,
0.125791632941746,0.255049,0.30731,10.23729,89.20036,0,
0.126082817277259,0.80321,1.388206,5.930629,91.87795,0,
0.126374001612773,2.74157,0,6.434692,90.82374,0,
0.126665185948286,0,0,15.10886,84.89114,0,
0.126956370283799,0.766114,0,14.07262,85.16127,0,
0.127247554619313,1.427866,0,4.147734,94.4244,0,
0.127538738954826,0,2.633364,4.345766,93.02087,0,
0.127829923290339,5.240467,0,9.562784,85.19675,0,
0.128121107625853,0,0,3.467914,96.53209,0,
0.128412291961366,2.84448,0,12.15934,84.99618,0,
0.128703476296879,14.47115,1.537037,15.81852,68.17329,0,
0.128994660632392,2.871883,1.086181,5.323635,90.7183,0,
0.129285844967906,2.150942,0,12.70883,85.14023,0,
0.129577029303419,0.967428,1.161347,15.42326,82.44797,0,
0.129868213638932,3.110246,0.40002,12.19415,84.29559,0,
0.130159397974446,1.422641,0,8.408526,90.16883,0,
0.130450582309959,12.81159,3.850254,0,83.33816,0,
0.130741766645472,2.763737,0,14.20158,83.03468,0,
0.131032950980986,9.452498,0,2.387168,83.54842,4.611906,
0.131324135316499,3.775482,0,15.70995,80.51457,0,
0.131615319652012,2.970207,0,18.23904,78.79075,0,
0.131906503987525,0.297217,4.892256,21.2205,73.59003,0,
0.132197688323039,0,0,35.62867,64.37133,0,
0.132488872658552,8.45789,0,3.10464,87.81679,0.620682,
0.132780056994065,3.212311,3.366091,17.3712,76.05039,0,
0.133071241329579,4.632277,0.067222,14.88287,80.41763,0,
0.133362425665092,5.180803,3.048241,34.60738,57.16357,0,
0.133653610000605,19.43147,12.49022,39.27218,28.80613,0,
0.133944794336119,8.623564,0,42.06691,49.30952,0,
0.134235978671632,11.60495,6.247754,35.08639,47.06091,0,
0.134527163007145,13.87247,12.52306,18.55854,55.04593,0,
0.134818347342658,11.32496,0,17.65749,71.01755,0,
0.135109531678172,11.16848,7.78938,10.39436,70.64778,0,
0.135400716013685,30.61282,3.588761,45.3617,20.43671,0,
0.135691900349198,4.724017,0,46.63275,48.64323,0,
0.135983084684712,8.338709,3.014695,57.66713,28.06766,2.911803,
0.136274269020225,13.96393,0,44.03849,41.99758,0,
0.136565453355738,4.589127,7.515628,37.68882,47.83912,2.36731,
0.136856637691252,0,1.516224,54.51084,43.97294,0,
0.137147822026765,22.92762,0,26.59484,50.47755,0,
0.137439006362278,21.21432,7.141766,71.64392,0,0,
0.137730190697791,25.89724,3.494367,54.54649,16.06191,0,
