Row_by_Pixel,Corrosion_Depth_Ratio,,prob.,cumulative prob
305,0,,,0.032115869
306,0,,,0.032220823
307,0,,,0.032325777
308,0,,,0.03243073
309,0,,,0.032535684
310,0,,,0.032640638
311,0,,,0.032745592
312,0,,,0.032850546
313,0,,,0.0329555
314,0,,,0.033060453
315,0,,,0.033165407
316,0,,,0.033270361
317,0,,,0.033375315
318,0,,,0.033480269
319,0,,,0.033585223
320,0,,,0.033690176
321,0,,,0.03379513
322,0,,,0.033900084
323,0,,,0.034005038
324,0,,,0.034109992
325,0,,,0.034214945
326,0,,,0.034319899
327,0,,,0.034424853
328,0,,,0.034529807
329,0,,,0.034634761
330,0,,,0.034739715
331,0,,,0.034844668
332,0,,,0.034949622
333,0,,,0.035054576
334,0,,,0.03515953
335,0,,,0.035264484
336,0,,,0.035369437
337,0,,,0.035474391
338,0,,,0.035579345
339,0,,,0.035684299
340,0,,,0.035789253
341,0,,,0.035894207
342,0,,,0.03599916
343,0,,,0.036104114
344,0,,,0.036209068
345,0,,,0.036314022
346,0,,,0.036418976
347,0,,,0.036523929
348,0,,,0.036628883
349,0,,,0.036733837
350,0,,,0.036838791
351,0,,,0.036943745
352,0,,,0.037048699
353,0,,,0.037153652
354,0,,,0.037258606
355,0,,,0.03736356
356,0,,,0.037468514
357,0,,,0.037573468
358,0,,,0.037678421
359,0,,,0.037783375
360,0,,,0.037888329
361,0,,,0.037993283
362,0,,,0.038098237
363,0,,,0.038203191
364,0,,,0.038308144
365,0,,,0.038413098
366,0,,,0.038518052
367,0,,,0.038623006
368,0,,,0.03872796
369,0,,,0.038832914
370,0,,,0.038937867
371,0,,,0.039042821
372,0,,,0.039147775
373,0,,,0.039252729
374,0,,,0.039357683
375,0,,,0.039462636
376,0,,,0.03956759
377,0,,,0.039672544
378,0,,,0.039777498
379,0,,,0.039882452
380,0,,,0.039987406
381,0,,,0.040092359
382,0,,,0.040197313
383,0,,,0.040302267
384,0,,,0.040407221
385,0,,,0.040512175
386,0,,,0.040617128
387,0,,,0.040722082
388,0,,,0.040827036
389,0,,,0.04093199
390,0,,,0.041036944
391,0,,,0.041141898
392,0,,,0.041246851
393,0,,,0.041351805
394,0,,,0.041456759
395,0,,,0.041561713
396,0,,,0.041666667
397,0,,,0.04177162
398,0,,,0.041876574
399,0,,,0.041981528
400,0,,,0.042086482
401,0,,,0.042191436
402,0,,,0.04229639
403,0,,,0.042401343
404,0,,,0.042506297
405,0,,,0.042611251
406,0,,,0.042716205
407,0,,,0.042821159
408,0,,,0.042926113
409,0,,,0.043031066
410,0,,,0.04313602
411,0,,,0.043240974
412,0,,,0.043345928
413,0,,,0.043450882
414,0,,,0.043555835
415,0,,,0.043660789
416,0,,,0.043765743
417,0,,,0.043870697
418,0,,,0.043975651
419,0,,,0.044080605
420,0,,,0.044185558
421,0,,,0.044290512
422,0,,,0.044395466
423,0,,,0.04450042
424,0,,,0.044605374
425,0,,,0.044710327
426,0,,,0.044815281
427,0,,,0.044920235
428,0,,,0.045025189
429,0,,,0.045130143
430,0,,,0.045235097
431,0,,,0.04534005
432,0,,,0.045445004
433,0,,,0.045549958
434,0,,,0.045654912
435,0,,,0.045759866
436,0,,,0.045864819
437,0,,,0.045969773
438,0,,,0.046074727
439,0,,,0.046179681
440,0,,,0.046284635
441,0,,,0.046389589
442,0,,,0.046494542
443,0,,,0.046599496
444,0,,,0.04670445
445,0,,,0.046809404
446,0,,,0.046914358
447,0,,,0.047019312
448,0,,,0.047124265
449,0,,,0.047229219
450,0,,,0.047334173
451,0,,,0.047439127
452,0,,,0.047544081
453,0,,,0.047649034
454,0,,,0.047753988
455,0,,,0.047858942
456,0,,,0.047963896
457,0,,,0.04806885
458,0,,,0.048173804
459,0,,,0.048278757
460,0,,,0.048383711
461,0,,,0.048488665
462,0,,,0.048593619
463,0,,,0.048698573
464,0,,,0.048803526
465,0,,,0.04890848
466,0,,,0.049013434
467,0,,,0.049118388
468,0,,,0.049223342
469,0,,,0.049328296
470,0,,,0.049433249
471,0,,,0.049538203
472,0,,,0.049643157
473,0,,,0.049748111
474,0,,,0.049853065
475,0,,,0.049958018
476,0,,,0.050062972
477,0,,,0.050167926
478,0,,,0.05027288
479,0,,,0.050377834
480,0,,,0.050482788
481,0,,,0.050587741
482,0,,,0.050692695
483,0,,,0.050797649
484,0,,,0.050902603
485,0,,,0.051007557
486,0,,,0.05111251
487,0,,,0.051217464
488,0,,,0.051322418
489,0,,,0.051427372
490,0,,,0.051532326
491,0,,,0.05163728
492,0,,,0.051742233
493,0,,,0.051847187
494,0,,,0.051952141
495,0,,,0.052057095
496,0,,,0.052162049
497,0,,,0.052267003
498,0,,,0.052371956
499,0,,,0.05247691
500,0,,,0.052581864
501,0,,,0.052686818
502,0,,,0.052791772
503,0,,,0.052896725
504,0,,,0.053001679
505,0,,,0.053106633
506,0,,,0.053211587
507,0,,,0.053316541
508,0,,,0.053421495
509,0,,,0.053526448
510,0,,,0.053631402
511,0,,,0.053736356
512,0,,,0.05384131
513,0,,,0.053946264
514,0,,,0.054051217
515,0,,,0.054156171
516,0,,,0.054261125
517,0,,,0.054366079
518,0,,,0.054471033
519,0,,,0.054575987
520,0,,,0.05468094
521,0,,,0.054785894
522,0,,,0.054890848
523,0,,,0.054995802
524,0,,,0.055100756
525,0,,,0.055205709
526,0,,,0.055310663
527,0,,,0.055415617
528,0,,,0.055520571
529,0,,,0.055625525
530,0,,,0.055730479
531,0,,,0.055835432
532,0,,,0.055940386
533,0,,,0.05604534
534,0,,,0.056150294
535,0,,,0.056255248
536,0,,,0.056360202
537,0,,,0.056465155
538,0,,,0.056570109
539,0,,,0.056675063
540,0,,,0.056780017
541,0,,,0.056884971
542,0,,,0.056989924
543,0,,,0.057094878
544,0,,,0.057199832
545,0,,,0.057304786
546,0,,,0.05740974
547,0,,,0.057514694
548,0,,,0.057619647
549,0,,,0.057724601
550,0,,,0.057829555
551,0,,,0.057934509
552,0,,,0.058039463
553,0,,,0.058144416
554,0,,,0.05824937
555,0,,,0.058354324
556,0,,,0.058459278
557,0,,,0.058564232
558,0,,,0.058669186
559,0,,,0.058774139
560,0,,,0.058879093
561,0,,,0.058984047
562,0,,,0.059089001
563,0,,,0.059193955
564,0,,,0.059298908
565,0,,,0.059403862
566,0,,,0.059508816
567,0,,,0.05961377
568,0,,,0.059718724
569,0,,,0.059823678
570,0,,,0.059928631
571,0,,,0.060033585
572,0,,,0.060138539
573,0,,,0.060243493
574,0,,,0.060348447
575,0,,,0.060453401
576,0,,,0.060558354
577,0,,,0.060663308
578,0,,,0.060768262
579,0,,,0.060873216
580,0,,,0.06097817
581,0,,,0.061083123
582,0,,,0.061188077
583,0,,,0.061293031
584,0,,,0.061397985
585,0,,,0.061502939
586,0,,,0.061607893
587,0,,,0.061712846
588,0,,,0.0618178
589,0,,,0.061922754
590,0,,,0.062027708
591,0,,,0.062132662
592,0,,,0.062237615
593,0,,,0.062342569
594,0,,,0.062447523
595,0,,,0.062552477
596,0,,,0.062657431
597,0,,,0.062762385
598,0,,,0.062867338
599,0,,,0.062972292
600,0,,,0.063077246
601,0,,,0.0631822
602,0,,,0.063287154
603,0,,,0.063392107
604,0,,,0.063497061
605,0,,,0.063602015
606,0,,,0.063706969
607,0,,,0.063811923
608,0,,,0.063916877
609,0,,,0.06402183
610,0,,,0.064126784
611,0,,,0.064231738
612,0,,,0.064336692
613,0,,,0.064441646
614,0,,,0.064546599
615,0,,,0.064651553
616,0,,,0.064756507
617,0,,,0.064861461
618,0,,,0.064966415
619,0,,,0.065071369
620,0,,,0.065176322
621,0,,,0.065281276
622,0,,,0.06538623
623,0,,,0.065491184
624,0,,,0.065596138
625,0,,,0.065701092
626,0,,,0.065806045
627,0,,,0.065910999
628,0,,,0.066015953
629,0,,,0.066120907
630,0,,,0.066225861
631,0,,,0.066330814
632,0,,,0.066435768
633,0,,,0.066540722
634,0,,,0.066645676
635,0,,,0.06675063
636,0,,,0.066855584
637,0,,,0.066960537
638,0,,,0.067065491
639,0,,,0.067170445
640,0,,,0.067275399
641,0,,,0.067380353
642,0,,,0.067485306
643,0,,,0.06759026
644,0,,,0.067695214
645,0,,,0.067800168
646,0,,,0.067905122
647,0,,,0.068010076
648,0,,,0.068115029
649,0,,,0.068219983
650,0,,,0.068324937
651,0,,,0.068429891
652,0,,,0.068534845
653,0,,,0.068639798
654,0,,,0.068744752
655,0,,,0.068849706
656,0,,,0.06895466
657,0,,,0.069059614
658,0,,,0.069164568
659,0,,,0.069269521
660,0,,,0.069374475
661,0,,,0.069479429
662,0,,,0.069584383
663,0,,,0.069689337
664,0,,,0.069794291
665,0,,,0.069899244
666,0,,,0.070004198
667,0,,,0.070109152
668,0,,,0.070214106
669,0,,,0.07031906
670,0,,,0.070424013
671,0,,,0.070528967
672,0,,,0.070633921
673,0,,,0.070738875
674,0,,,0.070843829
675,0,,,0.070948783
676,0,,,0.071053736
677,0,,,0.07115869
678,0,,,0.071263644
679,0,,,0.071368598
680,0,,,0.071473552
681,0,,,0.071578505
682,0,,,0.071683459
683,0,,,0.071788413
684,0,,,0.071893367
685,0,,,0.071998321
686,0,,,0.072103275
687,0,,,0.072208228
688,0,,,0.072313182
689,0,,,0.072418136
690,0,,,0.07252309
691,0,,,0.072628044
692,0,,,0.072732997
693,0,,,0.072837951
694,0,,,0.072942905
695,0,,,0.073047859
696,0,,,0.073152813
697,0,,,0.073257767
698,0,,,0.07336272
699,0,,,0.073467674
700,0,,,0.073572628
701,0,,,0.073677582
702,0,,,0.073782536
703,0,,,0.07388749
704,0,,,0.073992443
705,0,,,0.074097397
706,0,,,0.074202351
707,0,,,0.074307305
708,0,,,0.074412259
709,0,,,0.074517212
710,0,,,0.074622166
711,0,,,0.07472712
712,0,,,0.074832074
713,0,,,0.074937028
714,0,,,0.075041982
715,0,,,0.075146935
716,0,,,0.075251889
717,0,,,0.075356843
718,0,,,0.075461797
719,0,,,0.075566751
720,0,,,0.075671704
721,0,,,0.075776658
722,0,,,0.075881612
723,0,,,0.075986566
724,0,,,0.07609152
725,0,,,0.076196474
726,0,,,0.076301427
727,0,,,0.076406381
728,0,,,0.076511335
729,0,,,0.076616289
730,0,,,0.076721243
731,0,,,0.076826196
732,0,,,0.07693115
733,0,,,0.077036104
734,0,,,0.077141058
735,0,,,0.077246012
736,0,,,0.077350966
737,0,,,0.077455919
738,0,,,0.077560873
739,0,,,0.077665827
740,0,,,0.077770781
741,0,,,0.077875735
742,0,,,0.077980688
743,0,,,0.078085642
744,0,,,0.078190596
745,0,,,0.07829555
746,0,,,0.078400504
747,0,,,0.078505458
748,0,,,0.078610411
749,0,,,0.078715365
750,0,,,0.078820319
751,0,,,0.078925273
752,0,,,0.079030227
753,0,,,0.079135181
754,0,,,0.079240134
755,0,,,0.079345088
756,0,,,0.079450042
757,0,,,0.079554996
758,0,,,0.07965995
759,0,,,0.079764903
760,0,,,0.079869857
761,0,,,0.079974811
762,0,,,0.080079765
763,0,,,0.080184719
764,0,,,0.080289673
765,0,,,0.080394626
766,0,,,0.08049958
767,0,,,0.080604534
768,0,,,0.080709488
769,0,,,0.080814442
770,0,,,0.080919395
771,0,,,0.081024349
772,0,,,0.081129303
773,0,,,0.081234257
774,0,,,0.081339211
775,0,,,0.081444165
776,0,,,0.081549118
777,0,,,0.081654072
778,0,,,0.081759026
779,0,,,0.08186398
780,0,,,0.081968934
781,0,,,0.082073887
782,0,,,0.082178841
783,0,,,0.082283795
784,0,,,0.082388749
785,0,,,0.082493703
786,0,,,0.082598657
787,0,,,0.08270361
788,0,,,0.082808564
789,0,,,0.082913518
790,0,,,0.083018472
791,0,,,0.083123426
792,0,,,0.08322838
793,0,,,0.083333333
794,0,,,0.083438287
795,0,,,0.083543241
796,0,,,0.083648195
797,0,,,0.083753149
798,0,,,0.083858102
799,0,,,0.083963056
800,0,,,0.08406801
801,0,,,0.084172964
802,0,,,0.084277918
803,0,,,0.084382872
804,0,,,0.084487825
805,0,,,0.084592779
806,0,,,0.084697733
807,0,,,0.084802687
808,0,,,0.084907641
809,0,,,0.085012594
810,0,,,0.085117548
811,0,,,0.085222502
812,0,,,0.085327456
813,0,,,0.08543241
814,0,,,0.085537364
815,0,,,0.085642317
816,0,,,0.085747271
817,0,,,0.085852225
818,0,,,0.085957179
819,0,,,0.086062133
820,0,,,0.086167086
821,0,,,0.08627204
822,0,,,0.086376994
823,0,,,0.086481948
824,0,,,0.086586902
825,0,,,0.086691856
826,0,,,0.086796809
827,0,,,0.086901763
828,0,,,0.087006717
829,0,,,0.087111671
830,0,,,0.087216625
831,0,,,0.087321579
832,0,,,0.087426532
833,0,,,0.087531486
834,0,,,0.08763644
835,0,,,0.087741394
836,0,,,0.087846348
837,0,,,0.087951301
838,0,,,0.088056255
839,0,,,0.088161209
840,0,,,0.088266163
841,0,,,0.088371117
842,0,,,0.088476071
843,0,,,0.088581024
844,0,,,0.088685978
845,0,,,0.088790932
846,0,,,0.088895886
847,0,,,0.08900084
848,0,,,0.089105793
849,0,,,0.089210747
850,0,,,0.089315701
851,0,,,0.089420655
852,0,,,0.089525609
853,0,,,0.089630563
854,0,,,0.089735516
855,0,,,0.08984047
856,0,,,0.089945424
857,0,,,0.090050378
858,0,,,0.090155332
859,0,,,0.090260285
860,0,,,0.090365239
861,0,,,0.090470193
862,0,,,0.090575147
863,0,,,0.090680101
864,0,,,0.090785055
865,0,,,0.090890008
866,0,,,0.090994962
867,0,,,0.091099916
868,0,,,0.09120487
869,0,,,0.091309824
870,0,,,0.091414777
871,0,,,0.091519731
872,0,,,0.091624685
873,0,,,0.091729639
874,0,,,0.091834593
875,0,,,0.091939547
876,0,,,0.0920445
877,0,,,0.092149454
878,0,,,0.092254408
879,0,,,0.092359362
880,0,,,0.092464316
881,0,,,0.09256927
882,0,,,0.092674223
883,0,,,0.092779177
884,0,,,0.092884131
885,0,,,0.092989085
886,0,,,0.093094039
887,0,,,0.093198992
888,0,,,0.093303946
889,0,,,0.0934089
890,0,,,0.093513854
891,0,,,0.093618808
892,0,,,0.093723762
893,0,,,0.093828715
894,0,,,0.093933669
895,0,,,0.094038623
896,0,,,0.094143577
897,0,,,0.094248531
898,0,,,0.094353484
899,0,,,0.094458438
900,0,,,0.094563392
901,0,,,0.094668346
902,0,,,0.0947733
903,0,,,0.094878254
904,0,,,0.094983207
905,0,,,0.095088161
906,0,,,0.095193115
907,0,,,0.095298069
908,0,,,0.095403023
909,0,,,0.095507976
910,0,,,0.09561293
911,0,,,0.095717884
912,0,,,0.095822838
913,0,,,0.095927792
914,0,,,0.096032746
915,0,,,0.096137699
916,0,,,0.096242653
917,0,,,0.096347607
918,0,,,0.096452561
919,0,,,0.096557515
920,0,,,0.096662469
921,0,,,0.096767422
922,0,,,0.096872376
923,0,,,0.09697733
924,0,,,0.097082284
925,0,,,0.097187238
926,0,,,0.097292191
927,0,,,0.097397145
928,0,,,0.097502099
929,0,,,0.097607053
930,0,,,0.097712007
931,0,,,0.097816961
932,0,,,0.097921914
933,0,,,0.098026868
934,0,,,0.098131822
935,0,,,0.098236776
936,0,,,0.09834173
937,0,,,0.098446683
938,0,,,0.098551637
939,0,,,0.098656591
940,0,,,0.098761545
941,0,,,0.098866499
942,0,,,0.098971453
943,0,,,0.099076406
944,0,,,0.09918136
945,0,,,0.099286314
946,0,,,0.099391268
947,0,,,0.099496222
948,0,,,0.099601175
949,0,,,0.099706129
950,0,,,0.099811083
951,0,,,0.099916037
952,0,,,0.100020991
953,0,,,0.100125945
954,0,,,0.100230898
955,0,,,0.100335852
956,0,,,0.100440806
957,0,,,0.10054576
958,0,,,0.100650714
959,0,,,0.100755668
960,0,,,0.100860621
961,0,,,0.100965575
962,0,,,0.101070529
963,0,,,0.101175483
964,0,,,0.101280437
965,0,,,0.10138539
966,0,,,0.101490344
967,0,,,0.101595298
968,0,,,0.101700252
969,0,,,0.101805206
970,0,,,0.10191016
971,0,,,0.102015113
972,0,,,0.102120067
973,0,,,0.102225021
974,0,,,0.102329975
975,0,,,0.102434929
976,0,,,0.102539882
977,0,,,0.102644836
978,0,,,0.10274979
979,0,,,0.102854744
980,0,,,0.102959698
981,0,,,0.103064652
982,0,,,0.103169605
983,0,,,0.103274559
984,0,,,0.103379513
985,0,,,0.103484467
986,0,,,0.103589421
987,0,,,0.103694374
988,0,,,0.103799328
989,0,,,0.103904282
990,0,,,0.104009236
991,0,,,0.10411419
992,0,,,0.104219144
993,0,,,0.104324097
994,0,,,0.104429051
995,0,,,0.104534005
996,0,,,0.104638959
997,0,,,0.104743913
998,0,,,0.104848866
999,0,,,0.10495382
1000,0,,,0.105058774
1001,0,,,0.105163728
1002,0,,,0.105268682
1003,0,,,0.105373636
1004,0,,,0.105478589
1005,0,,,0.105583543
1006,0,,,0.105688497
1007,0,,,0.105793451
1008,0,,,0.105898405
1009,0,,,0.106003359
1010,0,,,0.106108312
1011,0,,,0.106213266
1012,0,,,0.10631822
1013,0,,,0.106423174
1014,0,,,0.106528128
1015,0,,,0.106633081
1016,0,,,0.106738035
1017,0,,,0.106842989
1018,0,,,0.106947943
1019,0,,,0.107052897
1020,0,,,0.107157851
1021,0,,,0.107262804
1022,0,,,0.107367758
1023,0,,,0.107472712
1024,0,,,0.107577666
1025,0,,,0.10768262
1026,0,,,0.107787573
1027,0,,,0.107892527
1028,0,,,0.107997481
1029,0,,,0.108102435
1030,0,,,0.108207389
1031,0,,,0.108312343
1032,0,,,0.108417296
1033,0,,,0.10852225
1034,0,,,0.108627204
1035,0,,,0.108732158
1036,0,,,0.108837112
1037,0,,,0.108942065
1038,0,,,0.109047019
1039,0,,,0.109151973
1040,0,,,0.109256927
1041,0,,,0.109361881
1042,0,,,0.109466835
1043,0,,,0.109571788
1044,0,,,0.109676742
1045,0,,,0.109781696
1046,0,,,0.10988665
1047,0,,,0.109991604
1048,0,,,0.110096558
1049,0,,,0.110201511
1050,0,,,0.110306465
1051,0,,,0.110411419
1052,0,,,0.110516373
1053,0,,,0.110621327
1054,0,,,0.11072628
1055,0,,,0.110831234
1056,0,,,0.110936188
1057,0,,,0.111041142
1058,0,,,0.111146096
1059,0,,,0.11125105
1060,0,,,0.111356003
1061,0,,,0.111460957
1062,0,,,0.111565911
1063,0,,,0.111670865
1064,0,,,0.111775819
1065,0,,,0.111880772
1066,0,,,0.111985726
1067,0,,,0.11209068
1068,0,,,0.112195634
1069,0,,,0.112300588
1070,0,,,0.112405542
1071,0,,,0.112510495
1072,0,,,0.112615449
1073,0,,,0.112720403
1074,0,,,0.112825357
1075,0,,,0.112930311
1076,0,,,0.113035264
1077,0,,,0.113140218
1078,0,,,0.113245172
1079,0,,,0.113350126
1080,0,,,0.11345508
1081,0,,,0.113560034
1082,0,,,0.113664987
1083,0,,,0.113769941
1084,0,,,0.113874895
1085,0,,,0.113979849
1086,0,,,0.114084803
1087,0,,,0.114189757
1088,0,,,0.11429471
1089,0,,,0.114399664
1090,0,,,0.114504618
1091,0,,,0.114609572
1092,0,,,0.114714526
1093,0,,,0.114819479
1094,0,,,0.114924433
1095,0,,,0.115029387
1096,0,,,0.115134341
1097,0,,,0.115239295
1098,0,,,0.115344249
1099,0,,,0.115449202
1100,0,,,0.115554156
1101,0,,,0.11565911
1102,0,,,0.115764064
1103,0,,,0.115869018
1104,0,,,0.115973971
1105,0,,,0.116078925
1106,0,,,0.116183879
1107,0,,,0.116288833
1108,0,,,0.116393787
1109,0,,,0.116498741
1110,0,,,0.116603694
1111,0,,,0.116708648
1112,0,,,0.116813602
1113,0,,,0.116918556
1114,0,,,0.11702351
1115,0,,,0.117128463
1116,0,,,0.117233417
1117,0,,,0.117338371
1118,0,,,0.117443325
1119,0,,,0.117548279
1120,0,,,0.117653233
1121,0,,,0.117758186
1122,0,,,0.11786314
1123,0,,,0.117968094
1124,0,,,0.118073048
1125,0,,,0.118178002
1126,0,,,0.118282955
1127,0,,,0.118387909
1128,0,,,0.118492863
1129,0,,,0.118597817
1130,0,,,0.118702771
1131,0,,,0.118807725
1132,0,,,0.118912678
1133,0,,,0.119017632
1134,0,,,0.119122586
1135,0,,,0.11922754
1136,0,,,0.119332494
1137,0,,,0.119437448
1138,0,,,0.119542401
1139,0,,,0.119647355
1140,0,,,0.119752309
1141,0,,,0.119857263
1142,0,,,0.119962217
1143,0,,,0.12006717
1144,0,,,0.120172124
1145,0,,,0.120277078
1146,0,,,0.120382032
