Distance (µm),Fe ,Cr ,Ni ,Mn,Pb 
0.145826639,89.79423,7.881489,2.168756,0.155523,0
0.146109248,89.84638,9.997088,0,0,0.156526
0.146391858,83.91824,12.41936,1.285502,2.376898,0
0.146674468,91.21525,8.595355,0,0.1894,0
0.146957078,90.55428,9.394627,0.051086,0,0
0.147239688,89.52387,9.776252,0,0.173024,0.52685
0.147522297,87.82899,12.12702,0,0,0.043997
0.147804907,90.20842,8.434665,0,0.188842,1.168075
0.148087517,87.54661,8.887223,1.836919,1.729252,0
0.148370127,91.39033,6.617622,0.676494,1.315553,0
0.148652736,89.50443,9.543899,0.559162,0.122685,0.26982
0.148935346,92.16341,5.684456,0.895186,0.864285,0.392663
0.149217956,92.53561,6.412085,0,1.052303,0
0.149500566,85.19523,9.801602,2.930155,0,2.073013
0.149783175,91.45203,6.310088,0.602629,1.635249,0
0.150065785,89.99875,9.838604,0.162647,0,0
0.150348395,90.40476,9.424769,0,0,0.17047
0.150631005,88.88342,6.973019,1.461876,0,2.68168
0.150913614,94.72568,4.448202,0.826125,0,0
0.151196224,88.48827,7.596759,0,0.192932,3.722037
0.151478834,92.11323,6.204753,0,1.682022,0
0.151761444,90.25224,6.566676,1.751767,0,1.429315
0.152044054,90.95,6.37416,0.970755,0.603035,1.10205
0.152326663,88.82254,9.806218,1.371244,0,0
0.152609273,87.35961,10.36635,0.744776,0,1.529263
0.152891883,87.98844,10.88924,0,1.122316,0
0.153174493,92.43586,5.380063,0.78317,1.400908,0
0.153457102,90.23322,7.271833,2.494953,0,0
0.153739712,91.99706,5.779206,2.223736,0,0
0.154022322,88.77349,8.693091,0.874097,0.988269,0.671053
0.154304932,90.75318,7.418432,0,0,1.828388
0.154587541,88.99043,9.814961,0,0,1.194609
0.154870151,85.8719,7.602269,2.675774,0,3.850054
0.155152761,88.26662,10.08475,0.037203,0,1.611423
0.155435371,87.99523,9.51188,0.648624,1.844263,0
0.15571798,91.79362,7.801641,0.404745,0,0
0.15600059,88.49109,9.451573,1.779143,0.278198,0
0.1562832,90.35005,8.654468,0.995479,0,0
0.15656581,90.60184,7.391671,2.006489,0,0
0.15684842,92.10498,7.415703,0,0.479314,0
0.157131029,88.23879,10.87308,0.88813,0,0
0.157413639,90.13493,8.647068,0.306258,0.911751,0
0.157696249,90.11302,8.425504,0.52214,0,0.939331
0.157978859,88.39546,10.67346,0,0.22965,0.701429
0.158261468,88.91973,7.380777,2.273257,0.953965,0.472267
0.158544078,87.39184,10.5346,2.073565,0,0
0.158826688,83.79215,11.5075,0.49312,0,4.207223
0.159109298,94.41016,5.589839,0,0,0
0.159391907,88.48587,10.51425,0.336031,0,0.663845
0.159674517,88.96809,10.2487,0.783213,0,0
0.159957127,89.85618,7.679147,2.464676,0,0
0.160239737,87.81219,9.248455,0.918847,1.147683,0.872821
0.160522346,88.55431,7.042311,1.831042,1.318514,1.253825
0.160804956,89.43195,8.785453,0.981538,0.458294,0.34276
0.161087566,92.69073,6.59306,0.658402,0.057803,0
0.161370176,90.28501,8.73728,0,0.332051,0.645656
0.161652786,91.14941,7.401803,0,1.448787,0
0.161935395,86.89378,10.78876,0,0,2.317468
0.162218005,87.25982,10.14917,1.07014,1.154422,0.366448
0.162500615,87.70409,7.295288,3.745619,0,1.255002
0.162783225,90.56181,7.119433,2.318764,0,0
0.163065834,91.18858,4.102573,2.825402,1.883444,0
0.163348444,84.76393,14.11697,0,0.526875,0.592224
0.163631054,89.52637,9.280868,0.396934,0.795831,0
0.163913664,86.39528,12.17537,0.442098,0,0.987252
0.164196273,88.37667,7.798239,3.008053,0.817037,0
0.164478883,84.00308,9.895566,2.807743,1.628223,1.665385
0.164761493,89.17384,9.064128,0,0.423968,1.33807
0.165044103,89.86472,7.94771,0.724716,0.354678,1.108181
0.165326712,81.80213,13.82182,2.252403,2.12365,0
0.165609322,88.45651,8.565456,2.810808,0,0.167223
0.165891932,86.95956,9.045919,2.219279,1.201808,0.573438
0.166174542,82.68967,13.1242,3.495108,0.017112,0.673901
0.166457152,86.75686,9.230895,2.151365,1.860879,0
0.166739761,84.93465,9.698284,2.642946,2.724122,0
0.167022371,86.11358,9.941417,0.992485,2.952523,0
0.167304981,88.85868,6.857471,1.803434,2.480417,0
0.167587591,81.19153,11.98845,2.618553,3.483666,0.717809
0.1678702,88.44504,8.779371,2.775592,0,0
0.16815281,86.07939,10.2723,3.648308,0,0
0.16843542,85.88837,9.25866,3.639426,1.213546,0
0.16871803,83.23712,10.16767,3.411893,3.183312,0
0.169000639,85.39474,12.17718,2.428084,0,0
0.169283249,84.44864,10.04544,3.081342,1.057075,1.367503
0.169565859,83.91236,11.62377,4.269751,0.194111,0
0.169848469,81.51586,13.76952,4.518574,0.19605,0
0.170131078,82.73351,10.89178,3.264311,0,3.110405
0.170413688,87.182,8.684351,1.51548,0.847224,1.770949
0.170696298,82.62376,10.662,6.029765,0.684479,0
0.170978908,82.94709,10.00817,5.169771,0,1.874969
0.171261518,85.30003,11.70525,2.333341,0.337719,0.323655
0.171544127,80.76627,11.25715,4.087306,0.394158,3.495118
0.171826737,80.40055,12.97003,3.63752,0.704477,2.287427
0.172109347,87.6437,10.80628,1.550018,0,0
0.172391957,85.65691,9.365733,3.010287,0,1.96707
0.172674566,82.49845,10.19723,5.833936,1.470377,0
0.172957176,83.64491,11.71355,3.348131,0.457835,0.835573
0.173239786,80.60496,13.30264,2.612442,3.479964,0
0.173522396,80.34357,12.18957,6.409536,1.057322,0
0.173805005,89.93822,8.653404,1.172958,0,0.235421
0.174087615,81.96889,13.66395,4.021295,0.345866,0
0.174370225,83.30545,10.82811,4.860126,1.006309,0
0.174652835,81.98179,13.52372,3.766565,0.690962,0.036968
0.174935444,83.84039,9.843252,6.316358,0,0
0.175218054,83.45113,11.82401,3.948927,0.775923,0
0.175500664,80.7417,11.63433,4.325929,1.563148,1.734892
0.175783274,80.34182,16.39766,1.880016,0.399146,0.981355
0.176065884,82.1157,15.05387,0.745605,1.460594,0.624225
0.176348493,81.91264,11.9346,3.416138,2.736631,0
0.176631103,79.13508,12.93368,3.635636,4.295609,0
0.176913713,81.66787,11.13678,3.139543,0.919508,3.136298
0.177196323,80.5605,12.01781,5.617536,0,1.80415
0.177478932,80.74356,15.45396,3.802483,0,0
0.177761542,81.16965,14.87737,3.952971,0,0
0.178044152,79.27151,12.49578,6.77688,1.455818,0
0.178326762,81.11226,15.46525,3.422485,0,0
0.178609371,86.8239,7.078793,4.749938,0,1.347372
0.178891981,79.74978,14.30156,3.821808,1.336167,0.790686
0.179174591,84.58948,11.45189,3.958628,0,0
0.179457201,77.40484,15.04574,5.450283,1.528119,0.571015
0.17973981,81.7041,12.70494,4.263716,1.327245,0
0.18002242,76.07774,19.04681,4.87545,0,0
0.18030503,86.59348,10.49792,1.16332,0.067424,1.677863
0.18058764,79.56946,13.89006,5.409796,1.130683,0
0.18087025,80.02622,12.63222,3.896807,0.942687,2.502064
0.181152859,83.19656,11.3887,2.459828,0.209069,2.745841
0.181435469,77.0145,16.21608,5.79344,0.410006,0.565976
0.181718079,79.08119,16.03493,3.637078,0.288181,0.958618
0.182000689,78.77608,13.75199,5.902186,1.569744,0
0.182283298,77.19353,16.33389,4.400591,0.514508,1.557483
0.182565908,71.2347,22.31343,4.601,1.850873,0
0.182848518,78.67407,10.14026,6.627087,0.961107,3.597474
0.183131128,82.39421,10.10778,7.14723,0.350781,0
0.183413737,75.28671,11.37049,9.883275,1.005512,2.454009
0.183696347,79.17007,15.33455,5.133061,0.362322,0
0.183978957,76.81215,15.92374,7.264111,0,0
0.184261567,82.09597,12.70133,5.202701,0,0
0.184544176,77.88578,13.26602,5.340049,3.136917,0.371238
0.184826786,79.17316,13.44212,7.129674,0.255041,0
0.185109396,76.84881,14.48546,8.362021,0.303711,0
0.185392006,77.94884,12.50227,4.479603,4.801296,0.267988
0.185674616,79.12644,12.11415,5.601961,3.157445,0
0.185957225,76.40718,17.0205,4.845991,1.062316,0.664009
0.186239835,75.48616,8.764639,10.24289,2.586474,2.919836
0.186522445,78.71223,10.29539,4.93372,2.497455,3.5612
0.186805055,75.08238,18.05499,5.723781,0,1.138849
0.187087664,69.03656,15.06862,12.17488,3.357289,0.362651
0.187370274,77.28156,14.76707,6.139071,1.812302,0
0.187652884,73.5864,15.21335,8.57361,2.612687,0.013962
0.187935494,72.11254,17.07765,9.970458,0.430824,0.408522
0.188218103,72.00027,17.90046,9.478256,0.621016,0
0.188500713,70.63488,19.14395,8.143068,2.078109,0
0.188783323,74.39507,17.13831,6.398583,2.06804,0
0.189065933,69.14325,15.18262,9.253093,2.591788,3.82925
0.189348542,73.09135,17.17374,7.757564,0.377508,1.599826
0.189631152,75.50922,14.66831,6.325827,2.171144,1.3255
0.189913762,78.84798,12.48343,6.31231,2.356274,0
0.190196372,71.23155,15.14162,10.40779,2.506353,0.712693
0.190478982,71.01344,14.47719,8.09424,3.610251,2.804884
0.190761591,71.56718,16.54324,5.372681,4.171954,2.344941
0.191044201,71.87096,22.99219,5.136854,0,0
0.191326811,71.95821,16.20216,10.06569,1.773933,0
0.191609421,73.84284,16.96999,7.883132,0.78861,0.515425
0.19189203,71.15805,20.24181,7.248999,1.351142,0
0.19217464,74.26868,14.33819,6.920446,1.030641,3.442046
0.19245725,71.53463,18.55298,6.778678,3.133718,0
0.19273986,72.74255,18.87451,5.860663,1.108703,1.413572
0.193022469,73.83365,12.03407,8.804406,4.651257,0.676617
0.193305079,72.47607,14.61327,9.228402,1.832531,1.849728
0.193587689,72.74111,19.5585,4.929968,2.754953,0.015465
0.193870299,76.69862,12.23261,8.460802,0.104156,2.503812
0.194152908,82.51585,9.87041,5.049905,0.429231,2.134598
0.194435518,68.24403,22.55769,8.496837,0.701449,0
0.194718128,72.5196,17.25397,9.402405,0.824026,0
0.195000738,72.55027,13.17541,9.811548,2.570391,1.892377
0.195283348,74.21182,15.69608,8.699389,0.425289,0.96742
0.195565957,69.95568,16.08428,9.656059,4.303982,0
0.195848567,77.6952,14.90655,6.351996,1.046255,0
0.196131177,75.58983,17.0357,4.935723,1.644172,0.794576
0.196413787,74.21111,14.4035,8.981415,2.403983,0
0.196696396,77.39483,15.37593,5.913851,0,1.315385
0.196979006,77.61276,14.97942,7.138269,0.269548,0
0.197261616,73.27443,13.5628,10.5514,2.611364,0
0.197544226,70.53697,15.55329,11.62872,0.957009,1.32401
0.197826835,70.81248,15.21449,9.207639,4.016475,0.748903
0.198109445,74.20201,16.51077,5.274473,2.645677,1.367077
0.198392055,76.97069,13.31226,7.883539,1.833511,0
0.198674665,69.3134,17.51285,9.056342,4.117407,0
0.198957274,76.12507,11.4218,9.521702,2.931427,0
0.199239884,74.14393,14.1764,10.87299,0.491891,0.314788
0.199522494,75.8203,16.26661,7.913082,0,0
0.199805104,75.5433,15.80083,5.803755,2.00613,0.845986
0.200087714,74.01332,13.32876,9.66024,2.997671,0
0.200370323,79.77896,12.61226,5.478467,1.470539,0.659775
0.200652933,69.9994,21.00117,8.99942,0,0
0.200935543,74.46059,19.45581,4.110154,1.973451,0
0.201218153,67.85715,18.33168,12.07474,1.736429,0
0.201500762,75.77342,17.26434,5.864001,0.156012,0.94222
0.201783372,76.08099,16.74397,6.733361,0.44168,0
0.202065982,70.44226,17.92417,9.432875,2.200693,0
0.202348592,72.56766,16.17993,7.265647,3.986762,0
0.202631201,69.82504,19.64101,8.723609,1.810344,0
0.202913811,71.18558,15.63689,10.70646,2.180678,0.290397
0.203196421,70.36469,21.72448,7.357913,0.552917,0
0.203479031,70.99546,16.97418,11.46698,0.563376,0
0.20376164,70.94341,18.1794,8.455169,1.666385,0.755644
0.20404425,70.01099,17.29852,12.27616,0.414323,0
0.20432686,73.82404,13.84831,8.221591,4.106061,0
0.20460947,72.88361,11.09095,10.12656,3.327189,2.571694
0.20489208,72.27132,18.23055,7.746027,1.7521,0
0.205174689,72.64965,15.87148,7.323369,1.670264,2.485233
0.205457299,68.11147,19.72872,8.774017,3.261074,0.124726
0.205739909,67.23798,20.80258,11.95944,0,0
0.206022519,74.75985,10.40967,11.62561,3.204866,0
0.206305128,74.40148,12.6071,8.616928,1.099358,3.275129
0.206587738,75.24229,15.42938,9.328331,0,0
0.206870348,70.06947,15.39993,8.065948,2.26443,4.200219
0.207152958,72.19783,17.48578,9.059024,1.257365,0
0.207435567,73.77034,15.45396,8.448721,2.326975,0
0.207718177,75.10534,15.67011,6.405062,2.819484,0
0.208000787,71.98646,13.17412,11.17129,3.668134,0
0.208283397,71.44917,15.84431,9.828895,2.877618,0
0.208566007,78.325,14.44523,5.972428,0.693459,0.56389
0.208848616,70.8077,20.34351,8.843809,0.004982,0
0.209131226,71.54128,15.86087,11.16066,0.110259,1.32693
0.209413836,75.07074,18.80735,4.596991,1.524923,0
0.209696446,72.98429,14.25495,10.15618,0,2.604581
0.209979055,72.70238,17.39381,9.856813,0.046997,0
0.210261665,73.40773,15.3718,9.978153,1.242314,0
0.210544275,71.04131,19.10662,8.44396,1.408116,0
0.210826885,70.13002,14.28178,7.065899,5.269616,3.252684
0.211109494,73.35115,15.98862,8.769844,1.136347,0.754042
0.211392104,69.05673,19.31872,9.752297,1.872253,0
0.211674714,68.82207,17.83535,11.05535,2.001904,0.285328
0.211957324,68.0856,16.76932,10.55631,4.576991,0.011781
0.212239933,68.60931,17.03042,10.13561,4.224668,0
0.212522543,71.107,13.60578,13.79621,1.335695,0.155317
0.212805153,72.94635,16.64887,5.997106,2.339988,2.067681
0.213087763,73.89382,15.31295,8.685239,2.10799,0
0.213370373,69.70294,14.62067,13.68682,1.989567,0
0.213652982,72.14564,13.3373,11.64206,2.875005,0
0.213935592,68.96314,20.28165,8.410965,2.344241,0
0.214218202,70.60066,14.85757,11.73928,2.802488,0
0.214500812,67.99665,17.36615,8.556605,2.015684,4.064909
0.214783421,65.43371,18.21282,10.64286,3.671524,2.039088
0.215066031,71.69471,13.04837,13.94416,0,1.312759
0.215348641,74.50586,15.45954,7.008557,3.026044,0
0.215631251,79.81345,15.73298,2.183192,2.270386,0
0.21591386,71.08728,21.01369,7.899022,0,0
0.21619647,74.46814,15.0709,10.38279,0,0.078167
0.21647908,71.50383,17.94194,7.470429,1.453383,1.630417
0.21676169,70.11632,15.73309,12.95162,0.255365,0.943614
0.217044299,69.7842,21.23052,6.304486,1.95897,0.721818
0.217326909,65.86102,20.89071,8.86445,4.383826,0
0.217609519,73.5416,19.22452,7.205905,0.02798,0
0.217892129,72.57343,16.16077,6.279019,3.134971,1.851819
0.218174739,75.48239,12.19664,10.85851,1.462459,0
0.218457348,72.72378,13.81675,9.042256,2.35743,2.059782
0.218739958,72.12941,19.10642,8.764167,0,0
0.219022568,69.78171,17.79074,10.32273,0,2.104821
0.219305178,71.95599,18.36154,9.066945,0.615525,0
0.219587787,75.56541,13.85332,9.613051,0.968217,0
0.219870397,73.39136,18.97159,7.637047,0,0
0.220153007,76.20137,15.67389,5.641629,1.42491,1.058195
0.220435617,67.1525,16.2279,11.9851,1.967335,2.667158
0.220718226,79.53132,15.43865,4.267069,0.762964,0
0.221000836,69.51187,19.92169,5.939957,4.626482,0
0.221283446,71.22194,15.94164,6.225402,5.575371,1.035644
0.221566056,74.92625,17.47091,7.602842,0,0
0.221848665,72.83821,15.2998,11.0102,0.851783,0
0.222131275,76.08182,12.89789,8.796595,1.793003,0.430695
0.222413885,75.2229,12.03144,11.74013,1.005535,0
0.222696495,75.24738,14.28289,7.053938,1.64822,1.767574
0.222979105,70.27622,16.29531,7.726482,5.701979,0
0.223261714,65.71348,19.90389,12.31584,2.066792,0
0.223544324,70.15787,15.04852,9.626555,2.640239,2.526815
0.223826934,72.27261,18.69546,9.031936,0,0
0.224109544,74.15616,12.95362,7.746552,4.663667,0.480005
0.224392153,66.67403,20.97308,9.966961,1.533053,0.852875
0.224674763,66.69165,17.04088,12.508,1.864926,1.894544
0.224957373,74.2746,15.5623,8.014459,2.148648,0
0.225239983,74.86111,15.38013,8.493148,1.265611,0
0.225522592,76.1527,13.2774,6.112752,1.433879,3.023268
0.225805202,74.18656,15.11205,10.047,0.654384,0
0.226087812,79.90494,11.99487,7.424864,0.675329,0
0.226370422,71.39402,15.89602,9.112411,3.597545,0
0.226653031,70.46325,18.16953,9.926277,1.440943,0
0.226935641,72.49644,16.10966,10.37447,1.019431,0
0.227218251,79.44884,8.988912,10.23935,0.829933,0.492964
0.227500861,73.07467,14.70686,8.051026,1.395364,2.772084
0.227783471,70.27951,17.31692,8.984384,2.553786,0.865401
0.22806608,73.31792,15.6493,9.947007,1.08578,0
0.22834869,73.5112,17.1572,7.415358,1.916246,0
0.2286313,74.13625,17.03308,7.10783,0,1.722839
0.22891391,71.90877,15.50681,9.611757,2.972664,0
0.229196519,74.88498,10.97913,11.62145,2.514442,0
0.229479129,71.07258,14.69339,11.74384,2.490196,0
0.229761739,71.11896,16.46878,12.41226,0,0
0.230044349,76.35685,15.85851,6.50257,1.282077,0
0.230326958,73.11785,15.16526,8.689315,3.02758,0
0.230609568,74.29268,18.69784,6.228153,0.781328,0
0.230892178,67.8649,19.84038,11.4021,0.89262,0
0.231174788,70.21588,16.84735,9.535286,2.38451,1.01697
0.231457397,75.79934,11.95181,9.771357,2.477489,0
0.231740007,76.33656,17.88583,5.777609,0,0
0.232022617,77.00081,13.39381,7.691363,1.914018,0
0.232305227,76.01783,14.79524,7.847411,1.339514,0
0.232587837,76.4678,11.95205,7.056563,3.374535,1.149051
0.232870446,74.5862,19.67237,4.539328,0.75691,0.445198
0.233153056,73.98942,14.18748,9.035975,2.240376,0.546757
0.233435666,70.25265,18.84334,7.114428,2.79828,0.991311
0.233718276,69.23959,19.23774,7.252173,4.270506,0
0.234000885,71.72363,17.06592,10.7961,0,0.414345
0.234283495,68.28626,16.21244,11.64439,3.856919,0
0.234566105,77.78629,17.53177,4.681941,0,0
0.234848715,71.1237,17.77258,7.773029,1.544746,1.785941
0.235131324,67.79934,17.35427,9.940317,4.188046,0.718024
0.235413934,78.26985,16.91446,3.407975,0.86122,0.546492
0.235696544,75.79755,17.11453,6.810815,0.277102,0
0.235979154,73.536,18.39263,7.033539,0.86981,0.168023
0.236261763,71.75106,16.79453,8.696573,2.757831,0
0.236544373,73.79096,16.51491,6.978444,2.715688,0
0.236826983,72.71098,15.72949,10.43237,0.542942,0.58421
0.237109593,71.79045,12.53117,11.19688,3.981786,0.499716
0.237392203,68.89765,12.86792,11.05308,0.996396,6.184947
0.237674812,67.46404,19.17365,9.060229,4.302085,0
0.237957422,67.45034,17.61234,14.25233,0.684986,0
0.238240032,71.77245,18.64742,7.426442,2.153677,0
0.238522642,70.87795,16.18611,11.44583,1.490104,0
0.238805251,71.58207,15.01576,11.99296,0,1.409201
0.239087861,71.74422,13.4495,10.21795,4.58833,0
0.239370471,74.16573,14.88803,8.586167,0,2.360072
0.239653081,74.94198,16.99669,7.26238,0,0.798952
0.23993569,77.5142,13.65786,7.56774,0,1.260205
0.2402183,69.51924,16.42811,13.03944,1.013208,0
0.24050091,76.7289,11.40736,9.038184,2.264056,0.5615
0.24078352,69.05473,18.1704,9.9296,2.845276,0
0.241066129,71.06512,14.06379,11.63085,2.182984,1.057254
0.241348739,71.23935,18.20349,6.111017,4.446141,0
0.241631349,71.84659,21.43534,6.215165,0.502906,0
0.241913959,62.05258,19.27406,14.99656,3.6768,0
0.242196569,64.95934,20.11881,10.27615,3.109932,1.535764
0.242479178,69.42879,17.5461,9.940026,3.085078,0
0.242761788,66.37351,17.9638,9.14154,3.863586,2.657563
0.243044398,68.75756,18.97118,9.472164,1.661803,1.137289
0.243327008,75.35477,13.49613,10.89697,0,0.252119
0.243609617,74.65206,13.0872,11.82048,0.429994,0.010269
0.243892227,68.90246,16.8248,10.94422,3.328519,0
0.244174837,73.22628,17.56446,8.896903,0.312356,0
0.244457447,75.31932,15.68719,5.8873,3.106188,0
0.244740056,71.61121,12.6897,12.02788,0.112873,3.558343
0.245022666,73.38922,16.73123,7.555689,1.261414,1.062442
0.245305276,74.72358,15.30378,6.603172,3.369469,0
0.245587886,70.00549,18.46747,10.01184,1.515204,0
0.245870495,70.03549,15.10621,13.91657,0.709389,0.232337
0.246153105,73.30701,14.31943,10.82262,1.550944,0
0.246435715,75.85159,14.07824,6.553642,3.516529,0
0.246718325,73.23253,17.00762,6.99981,2.760038,0
0.247000935,69.3951,16.43705,11.44192,2.72593,0
0.247283544,65.97607,16.19425,13.34667,1.247521,3.235484
0.247566154,75.6209,16.439,6.076064,1.864034,0
0.247848764,75.02971,16.30254,4.553262,3.12644,0.988049
0.248131374,76.04767,16.93726,6.819451,0,0.195618
0.248413983,72.69813,12.97151,12.89269,0.036366,1.401304
0.248696593,74.20969,18.51079,6.391509,0.839935,0.048075
0.248979203,76.7368,14.29162,4.095863,4.875722,0
0.249261813,68.06989,19.5834,8.445822,3.900893,0
0.249544422,70.56744,14.7456,13.21294,1.474015,0
0.249827032,67.85824,18.44508,11.75226,1.169615,0.774804
0.250109642,73.8643,15.03832,8.434997,0.884375,1.778002
0.250392252,67.40932,18.4614,13.07158,1.057702,0
0.250674861,74.86861,18.02385,7.107547,0,0
0.250957471,74.48766,15.98699,9.221311,0.063274,0.240767
0.251240081,71.74844,18.59068,5.511165,2.859076,1.290636
0.251522691,71.20491,15.09125,9.653278,4.050563,0
0.251805301,76.5753,15.21967,8.205026,0,0
0.25208791,70.80945,16.62358,8.464035,4.102942,0
0.25237052,73.08779,11.70236,9.040381,4.335499,1.833965
0.25265313,72.95886,12.81283,9.71569,2.283796,2.228819
0.25293574,73.5088,12.13848,10.83662,3.375949,0.140149
0.253218349,70.54308,18.31783,9.805727,1.333376,0
0.253500959,76.12572,14.00283,6.970521,2.900923,0
0.253783569,66.10435,18.03506,8.317779,1.484444,6.058369
0.254066179,67.46128,19.51526,8.816586,4.206866,0
0.254348788,65.93768,17.26847,12.79188,2.83191,1.170052
0.254631398,70.6627,17.92738,10.21712,1.192801,0
0.254914008,70.60261,17.81565,8.960118,2.621626,0
0.255196618,73.98889,12.71265,9.753672,3.544783,0
0.255479227,70.33286,17.45934,7.281958,3.208702,1.717139
0.255761837,71.33861,16.72439,8.620454,3.316554,0
0.256044447,67.41334,18.00769,10.62728,1.00766,2.944034
0.256327057,77.2868,14.51397,8.199228,0,0
0.256609667,76.83692,11.80253,7.403336,3.895963,0.061253
0.256892276,67.9054,17.40236,9.72205,3.957564,1.012631
0.257174886,74.50095,13.92989,7.573139,3.996022,0
0.257457496,75.78906,12.88779,9.753572,1.515509,0.054071
0.257740106,75.53457,17.02582,6.562013,0.877601,0
0.258022715,71.30483,18.86102,6.380012,3.105134,0.349002
0.258305325,67.51184,22.27053,8.714531,1.503097,0
0.258587935,70.01524,15.92897,12.66096,1.394836,0
0.258870545,68.49174,16.21109,10.77934,4.085668,0.432163
0.259153154,72.70243,14.62384,10.90511,1.768622,0
0.259435764,69.6384,20.82337,5.832696,3.705523,0
0.259718374,66.79567,19.24745,9.859764,3.380589,0.716527
0.260000984,73.32541,15.89681,6.256484,4.521302,0
0.260283593,69.43883,19.28099,9.316868,1.963314,0
0.260566203,75.57559,13.96333,9.349471,0.525204,0.586397
0.260848813,71.09952,14.65673,10.61528,2.125436,1.503031
0.261131423,70.47476,16.50929,7.550085,4.152913,1.31295
0.261414033,69.56283,15.22253,13.31254,1.902098,0
0.261696642,75.89868,15.1323,6.836768,2.132246,0
0.261979252,72.15328,18.18765,6.796622,2.374881,0.487557
0.262261862,67.23349,19.56483,10.10326,0.409628,2.688791
0.262544472,71.77071,17.84212,8.577488,1.49013,0.319561
0.262827081,70.44662,18.21319,7.601462,3.738733,0
0.263109691,71.22566,18.46599,6.480386,2.432879,1.395085
0.263392301,68.76864,14.24575,11.51442,5.460674,0.010514
0.263674911,74.42558,14.30485,6.937526,1.347998,2.984055
0.26395752,67.30442,17.71398,10.70677,2.050991,2.223837
0.26424013,68.32384,19.76233,8.098262,1.544822,2.270748
0.26452274,73.74008,15.32788,9.678657,0.276305,0.977076
0.26480535,71.78234,18.84705,4.375691,4.994923,0
0.265087959,79.08645,13.62345,5.745895,1.544205,0
0.265370569,78.51771,10.73523,7.492211,3.25485,0
0.265653179,65.28906,21.02929,6.098164,2.245462,5.338019
0.265935789,70.09817,14.71342,11.8495,0.116964,3.221947
0.266218399,74.20124,15.46081,10.33795,0,0
0.266501008,74.48249,18.5566,6.960915,0,0
0.266783618,74.10132,18.13816,7.760515,0,0
0.267066228,80.69117,12.10683,7.06837,0.133634,0
0.267348838,69.37265,16.78887,10.79792,3.040559,0
0.267631447,73.97681,12.5062,11.5155,2.001497,0
0.267914057,77.15911,10.4634,9.086271,2.472347,0.818864
0.268196667,71.43554,19.41421,9.150254,0,0
0.268479277,76.93977,15.51698,5.472413,1.816005,0.254824
0.268761886,79.85602,12.82297,6.048206,1.272799,0
0.269044496,70.61301,12.79818,12.09737,3.175223,1.316226
0.269327106,72.26245,16.29852,10.54897,0.890063,0
0.269609716,69.41281,19.19458,8.729453,2.644529,0.018624
0.269892325,75.66474,13.75579,6.705969,2.006714,1.866781
0.270174935,69.10507,22.02377,8.871157,0,0
0.270457545,71.88603,18.89009,8.297183,0,0.926702
0.270740155,68.68929,18.51006,10.16288,2.526449,0.111313
0.271022765,69.53806,18.42918,12.03276,0,0
0.271305374,72.07018,21.22429,4.191252,2.514275,0
0.271587984,70.5082,18.39362,9.274424,0.402396,1.421361
0.271870594,71.01412,17.55164,9.696078,1.738159,0
0.272153204,75.58968,15.71445,6.100087,0.821852,1.773921
0.272435813,71.36189,15.70561,11.10663,1.344617,0.481255
0.272718423,69.69118,15.86395,10.41423,3.204179,0.82646
0.273001033,73.9127,18.8133,7.274002,0,0
0.273283643,72.64314,13.55212,11.17718,2.62757,0
0.273566252,74.35976,18.48846,4.937351,1.617904,0.596519
0.273848862,77.79235,14.91532,6.820795,0,0.471534
0.274131472,74.83349,14.62895,9.435198,1.102365,0
0.274414082,76.31598,14.69478,7.425215,0.568765,0.995267
0.274696691,72.65919,15.8335,7.224856,4.282458,0
0.274979301,69.86909,18.09164,11.48897,0.550302,0
0.275261911,73.15543,18.88517,7.299181,0.66022,0
0.275544521,62.66023,21.36489,12.33426,1.945162,1.695455
0.275827131,71.93983,13.16206,13.23727,1.660836,0
0.27610974,78.12846,13.61151,7.638206,0,0.621822
0.27639235,76.97939,15.18927,5.686809,2.144532,0
0.27667496,69.68816,18.05717,9.011935,3.242734,0
0.27695757,70.84741,16.38618,10.35584,0.252318,2.158249
0.277240179,66.62533,15.75576,11.40995,3.255582,2.953384
0.277522789,74.35059,16.7024,7.183937,1.763068,0
0.277805399,75.41856,20.17346,4.407976,0,0
0.278088009,76.28712,11.09715,9.606905,2.722305,0.286517
0.278370618,74.53217,11.767,8.275414,4.376873,1.048549
0.278653228,69.03184,19.53362,11.43454,0,0
0.278935838,71.90879,17.94649,6.49808,2.178915,1.467728
0.279218448,71.85008,17.92334,9.745746,0,0.480834
0.279501057,67.34332,20.58392,11.44603,0.345074,0.281663
0.279783667,73.30708,14.25478,12.43814,0,0
0.280066277,73.15772,16.9098,8.594522,0.987778,0.350175
0.280348887,75.31502,16.03551,6.733996,1.915477,0
0.280631497,71.0464,17.68843,10.68344,0.581724,0
0.280914106,72.43834,19.3745,7.494436,0.692723,0
0.281196716,63.82236,20.12326,11.96376,4.090621,0
0.281479326,68.10586,15.44429,14.68483,1.765016,0
0.281761936,69.85154,20.58509,5.995893,1.358942,2.208531
0.282044545,73.83958,12.38564,7.938745,3.574026,2.262011
0.282327155,70.22331,17.63371,11.7223,0.42068,0
