Row_by_Pixel,Uncorroded_Depth_by_Pixel,Thickness_by_Pixel,x_left_edge,x_right_edge,Corrosion_Depth_Ratio
269,0,255,121,375,0.000
270,244,255,121,375,0.043
271,243,255,121,375,0.047
272,242,255,121,375,0.051
273,241,255,121,375,0.055
274,241,255,121,375,0.055
275,244,255,121,375,0.043
276,245,255,121,375,0.039
277,246,255,121,375,0.035
278,0,255,121,375,0.000
279,0,255,121,375,0.000
280,0,255,121,375,0.000
281,0,255,121,375,0.000
282,0,255,121,375,0.000
283,0,255,121,375,0.000
284,0,256,120,375,0.000
285,0,256,120,375,0.000
286,0,256,120,375,0.000
287,0,256,120,375,0.000
288,254,255,120,374,0.004
289,253,255,120,374,0.008
290,253,255,120,374,0.008
291,253,255,120,374,0.008
292,253,255,120,374,0.008
293,253,255,120,374,0.008
294,254,256,119,374,0.008
295,254,256,119,374,0.008
296,253,256,119,374,0.012
297,253,256,119,374,0.012
298,253,256,119,374,0.012
299,253,256,119,374,0.012
300,0,256,119,374,0.000
301,0,256,119,374,0.000
302,0,256,119,374,0.000
303,0,256,119,374,0.000
304,0,257,118,374,0.000
305,0,257,118,374,0.000
306,0,257,118,374,0.000
307,0,257,118,374,0.000
308,0,258,118,375,0.000
309,0,258,118,375,0.000
310,0,258,118,375,0.000
311,0,258,118,375,0.000
312,0,258,118,375,0.000
313,0,258,118,375,0.000
314,0,258,117,374,0.000
315,0,259,117,375,0.000
316,0,259,117,375,0.000
317,0,259,117,375,0.000
318,0,259,117,375,0.000
319,249,259,117,375,0.039
320,248,259,117,375,0.042
321,248,259,117,375,0.042
322,248,260,117,376,0.046
323,249,260,117,376,0.042
324,249,260,117,376,0.042
325,0,260,117,376,0.000
326,0,260,117,376,0.000
327,0,260,117,376,0.000
328,0,259,118,376,0.000
329,0,259,118,376,0.000
330,0,259,118,376,0.000
331,0,259,118,376,0.000
332,0,259,118,376,0.000
333,0,258,118,375,0.000
334,0,259,118,376,0.000
335,0,259,118,376,0.000
336,0,259,118,376,0.000
337,0,260,118,377,0.000
338,0,260,118,377,0.000
339,0,260,118,377,0.000
340,0,260,118,377,0.000
341,0,260,118,377,0.000
342,0,260,118,377,0.000
343,0,260,118,377,0.000
344,0,260,118,377,0.000
345,256,260,118,377,0.015
346,257,260,118,377,0.012
347,256,259,119,377,0.012
348,256,259,119,377,0.012
349,256,259,119,377,0.012
350,256,259,119,377,0.012
351,256,260,119,378,0.015
352,257,260,119,378,0.012
353,256,260,119,378,0.015
354,257,260,119,378,0.012
355,256,259,120,378,0.012
356,256,259,120,378,0.012
357,256,259,120,378,0.012
358,255,259,120,378,0.015
359,255,259,120,378,0.015
360,256,259,120,378,0.012
361,0,259,120,378,0.000
362,0,259,120,378,0.000
363,0,259,120,378,0.000
364,0,259,120,378,0.000
365,0,259,120,378,0.000
366,0,259,120,378,0.000
367,0,259,120,378,0.000
368,257,259,120,378,0.008
369,257,259,120,378,0.008
370,256,259,120,378,0.012
371,0,259,120,378,0.000
372,0,258,121,378,0.000
373,0,258,121,378,0.000
374,0,259,120,378,0.000
375,0,258,121,378,0.000
376,0,259,120,378,0.000
377,0,258,121,378,0.000
378,0,259,120,378,0.000
379,0,259,120,378,0.000
380,0,258,121,378,0.000
381,0,258,121,378,0.000
382,0,258,121,378,0.000
383,0,259,120,378,0.000
384,0,258,120,377,0.000
385,254,257,121,377,0.012
386,0,256,122,377,0.000
387,253,256,122,377,0.012
388,255,258,120,377,0.012
389,253,256,122,377,0.012
390,254,257,121,377,0.012
391,255,258,120,377,0.012
392,255,258,120,377,0.012
393,253,256,122,377,0.012
394,253,256,122,377,0.012
395,254,257,121,377,0.012
396,255,257,121,377,0.008
397,0,256,122,377,0.000
398,247,257,121,377,0.039
399,0,256,122,377,0.000
400,0,257,121,377,0.000
401,0,257,121,377,0.000
402,0,257,121,377,0.000
403,0,257,121,377,0.000
404,0,256,122,377,0.000
405,246,256,122,377,0.039
406,246,256,122,377,0.039
407,245,256,122,377,0.043
408,245,257,121,377,0.047
409,245,257,121,377,0.047
410,245,256,122,377,0.043
411,245,256,122,377,0.043
412,245,256,122,377,0.043
413,244,255,123,377,0.043
414,245,256,122,377,0.043
415,0,257,121,377,0.000
416,0,256,122,377,0.000
417,0,255,123,377,0.000
418,0,257,121,377,0.000
419,0,257,121,377,0.000
420,0,257,121,377,0.000
421,0,255,123,377,0.000
422,255,256,122,377,0.004
423,248,256,122,377,0.031
424,247,255,123,377,0.031
425,248,256,122,377,0.031
426,247,255,123,377,0.031
427,0,256,122,377,0.000
428,0,255,123,377,0.000
429,0,255,123,377,0.000
430,0,255,123,377,0.000
431,0,255,123,377,0.000
432,0,256,122,377,0.000
433,0,256,122,377,0.000
434,0,255,123,377,0.000
435,0,255,123,377,0.000
436,0,254,123,376,0.000
437,0,254,123,376,0.000
438,0,254,123,376,0.000
439,0,254,123,376,0.000
440,0,254,123,376,0.000
441,0,255,122,376,0.000
442,0,254,123,376,0.000
443,0,255,122,376,0.000
444,0,255,122,376,0.000
445,224,255,122,376,0.122
446,223,255,122,376,0.125
447,222,254,123,376,0.126
448,221,254,123,376,0.130
449,220,254,123,376,0.134
450,219,253,124,376,0.134
451,219,253,124,376,0.134
452,219,253,124,376,0.134
453,220,254,123,376,0.134
454,242,254,123,376,0.047
455,241,253,124,376,0.047
456,241,253,124,376,0.047
457,242,253,124,376,0.043
458,242,253,124,376,0.043
459,0,254,123,376,0.000
460,0,253,124,376,0.000
461,0,253,124,376,0.000
462,0,253,124,376,0.000
463,251,253,124,376,0.008
464,251,253,124,376,0.008
465,250,253,124,376,0.012
466,251,254,123,376,0.012
467,227,253,124,376,0.103
468,215,253,124,376,0.150
469,0,254,123,376,0.000
470,0,253,124,376,0.000
471,0,253,124,376,0.000
472,0,253,124,376,0.000
473,0,253,124,376,0.000
474,0,253,124,376,0.000
475,0,253,124,376,0.000
476,0,253,124,376,0.000
477,0,253,124,376,0.000
478,0,253,124,376,0.000
479,0,253,124,376,0.000
480,0,253,124,376,0.000
481,0,253,124,376,0.000
482,0,253,124,376,0.000
483,0,253,124,376,0.000
484,241,253,124,376,0.047
485,242,253,124,376,0.043
486,241,253,124,376,0.047
487,240,252,124,375,0.048
488,241,252,124,375,0.044
489,0,252,124,375,0.000
490,251,252,124,375,0.004
491,251,252,124,375,0.004
492,251,252,124,375,0.004
493,0,252,124,375,0.000
494,0,252,124,375,0.000
495,0,252,124,375,0.000
496,0,252,124,375,0.000
497,0,252,124,375,0.000
498,0,251,125,375,0.000
499,0,251,125,375,0.000
500,0,251,125,375,0.000
501,0,251,125,375,0.000
502,0,251,125,375,0.000
503,0,251,125,375,0.000
504,0,251,125,375,0.000
505,0,251,125,375,0.000
506,0,251,125,375,0.000
507,0,251,125,375,0.000
508,0,251,125,375,0.000
509,0,251,125,375,0.000
510,0,251,125,375,0.000
511,231,251,125,375,0.080
512,227,251,125,375,0.096
513,225,251,125,375,0.104
514,225,251,125,375,0.104
515,229,251,125,375,0.088
516,230,251,125,375,0.084
517,233,251,125,375,0.072
518,0,251,125,375,0.000
519,0,251,125,375,0.000
520,0,251,125,375,0.000
521,0,251,125,375,0.000
522,0,251,125,375,0.000
523,0,250,126,375,0.000
524,0,250,126,375,0.000
525,0,250,126,375,0.000
526,0,250,126,375,0.000
527,0,250,126,375,0.000
528,185,250,126,375,0.260
529,185,250,126,375,0.260
530,185,250,126,375,0.260
531,186,250,126,375,0.256
532,0,250,126,375,0.000
533,0,250,126,375,0.000
534,0,250,126,375,0.000
535,0,250,126,375,0.000
536,0,250,126,375,0.000
537,0,250,126,375,0.000
538,235,250,126,375,0.060
539,190,249,126,374,0.237
540,190,249,126,374,0.237
541,190,249,126,374,0.237
542,190,249,126,374,0.237
543,190,249,126,374,0.237
544,190,249,126,374,0.237
545,190,249,126,374,0.237
546,190,249,126,374,0.237
547,191,249,126,374,0.233
548,191,249,126,374,0.233
549,191,248,127,374,0.230
550,0,248,127,374,0.000
551,0,248,127,374,0.000
552,208,248,127,374,0.161
553,207,248,127,374,0.165
554,207,248,127,374,0.165
555,207,248,127,374,0.165
556,207,248,127,374,0.165
557,207,248,127,374,0.165
558,0,248,127,374,0.000
559,188,248,127,374,0.242
560,188,248,127,374,0.242
561,188,248,127,374,0.242
562,188,248,127,374,0.242
563,190,248,127,374,0.234
564,0,248,127,374,0.000
565,0,248,127,374,0.000
566,247,248,127,374,0.004
567,247,248,127,374,0.004
568,247,248,127,374,0.004
569,0,248,127,374,0.000
570,0,248,127,374,0.000
571,0,248,127,374,0.000
572,0,248,127,374,0.000
573,0,248,127,374,0.000
574,0,248,127,374,0.000
575,0,247,128,374,0.000
576,0,247,128,374,0.000
577,0,247,128,374,0.000
578,0,247,128,374,0.000
579,0,247,128,374,0.000
580,0,247,128,374,0.000
581,236,247,128,374,0.045
582,235,247,128,374,0.049
583,235,247,128,374,0.049
584,235,247,128,374,0.049
585,235,247,128,374,0.049
586,236,247,128,374,0.045
587,237,247,128,374,0.040
588,0,247,128,374,0.000
589,0,247,128,374,0.000
590,0,247,128,374,0.000
591,0,246,128,373,0.000
592,0,246,128,373,0.000
593,0,246,128,373,0.000
594,0,246,128,373,0.000
595,0,246,128,373,0.000
596,0,246,128,373,0.000
597,0,246,128,373,0.000
598,0,246,128,373,0.000
599,0,246,128,373,0.000
600,0,245,129,373,0.000
601,0,245,129,373,0.000
602,0,245,129,373,0.000
603,0,245,129,373,0.000
604,0,245,129,373,0.000
605,0,245,129,373,0.000
606,0,245,129,373,0.000
607,0,245,129,373,0.000
608,0,245,129,373,0.000
609,0,245,129,373,0.000
610,0,245,129,373,0.000
611,241,245,129,373,0.016
612,216,245,129,373,0.118
613,213,245,129,373,0.131
614,211,245,129,373,0.139
615,211,245,129,373,0.139
616,210,245,129,373,0.143
617,208,245,129,373,0.151
618,207,245,129,373,0.155
619,205,245,129,373,0.163
620,204,245,129,373,0.167
621,204,245,129,373,0.167
622,205,245,129,373,0.163
623,0,245,129,373,0.000
624,0,245,129,373,0.000
625,0,245,129,373,0.000
626,0,245,129,373,0.000
627,0,245,129,373,0.000
628,0,245,129,373,0.000
629,0,245,129,373,0.000
630,0,245,129,373,0.000
631,0,245,129,373,0.000
632,0,245,129,373,0.000
633,0,245,129,373,0.000
634,0,245,129,373,0.000
635,0,245,129,373,0.000
636,0,245,129,373,0.000
637,0,245,129,373,0.000
638,0,245,129,373,0.000
639,0,245,129,373,0.000
640,0,245,129,373,0.000
641,0,246,128,373,0.000
642,237,245,128,372,0.033
643,236,245,128,372,0.037
644,235,245,128,372,0.041
645,0,245,128,372,0.000
646,0,245,128,372,0.000
647,0,245,128,372,0.000
648,0,245,128,372,0.000
649,0,245,128,372,0.000
650,0,245,128,372,0.000
651,0,245,128,372,0.000
652,0,245,128,372,0.000
653,0,245,128,372,0.000
654,0,245,128,372,0.000
655,0,245,128,372,0.000
656,0,245,128,372,0.000
657,0,245,128,372,0.000
658,0,245,128,372,0.000
659,0,245,128,372,0.000
660,0,245,128,372,0.000
661,0,245,128,372,0.000
662,0,245,128,372,0.000
663,0,245,128,372,0.000
664,0,245,128,372,0.000
665,0,245,128,372,0.000
666,240,245,128,372,0.020
667,0,245,128,372,0.000
668,0,245,128,372,0.000
669,0,245,128,372,0.000
670,0,245,128,372,0.000
671,0,245,128,372,0.000
672,0,245,128,372,0.000
673,0,245,128,372,0.000
674,0,245,128,372,0.000
675,0,245,128,372,0.000
676,0,245,128,372,0.000
677,0,245,128,372,0.000
678,0,245,128,372,0.000
679,0,245,128,372,0.000
680,0,245,128,372,0.000
681,0,245,128,372,0.000
682,0,245,128,372,0.000
683,0,245,128,372,0.000
684,0,245,128,372,0.000
685,0,245,128,372,0.000
686,0,245,128,372,0.000
687,0,245,128,372,0.000
688,0,244,128,371,0.000
689,0,244,128,371,0.000
690,0,244,128,371,0.000
691,0,244,128,371,0.000
692,0,244,128,371,0.000
693,0,244,128,371,0.000
694,0,244,128,371,0.000
695,0,244,128,371,0.000
696,0,245,127,371,0.000
697,0,245,127,371,0.000
698,0,245,127,371,0.000
699,0,245,127,371,0.000
700,0,245,127,371,0.000
701,0,245,127,371,0.000
702,0,245,127,371,0.000
703,0,245,127,371,0.000
704,0,245,127,371,0.000
705,0,245,127,371,0.000
706,0,245,127,371,0.000
707,0,245,127,371,0.000
708,0,245,127,371,0.000
709,0,245,127,371,0.000
710,0,245,127,371,0.000
711,0,245,127,371,0.000
712,244,245,127,371,0.004
713,244,245,127,371,0.004
714,244,245,127,371,0.004
715,244,245,127,371,0.004
716,244,245,127,371,0.004
717,244,245,127,371,0.004
718,244,245,127,371,0.004
719,244,245,127,371,0.004
720,244,245,127,371,0.004
721,244,245,127,371,0.004
722,244,245,127,371,0.004
723,244,245,127,371,0.004
724,244,245,127,371,0.004
725,0,245,127,371,0.000
726,244,245,127,371,0.004
727,243,244,127,370,0.004
728,243,244,127,370,0.004
729,234,244,127,370,0.041
730,0,244,127,370,0.000
731,0,244,127,370,0.000
732,0,244,127,370,0.000
733,0,244,127,370,0.000
734,0,244,127,370,0.000
735,236,244,127,370,0.033
736,236,244,127,370,0.033
737,0,244,127,370,0.000
738,0,244,127,370,0.000
739,0,244,127,370,0.000
740,0,244,127,370,0.000
741,0,244,127,370,0.000
742,0,244,127,370,0.000
743,0,244,127,370,0.000
744,0,244,127,370,0.000
745,0,244,127,370,0.000
746,0,244,127,370,0.000
747,0,244,127,370,0.000
748,0,244,127,370,0.000
749,0,244,127,370,0.000
750,0,244,127,370,0.000
751,244,245,126,370,0.004
752,243,245,126,370,0.008
753,239,245,126,370,0.024
754,242,245,126,370,0.012
755,244,245,126,370,0.004
756,0,245,126,370,0.000
757,0,245,126,370,0.000
758,0,245,126,370,0.000
759,0,245,126,370,0.000
760,0,245,126,370,0.000
761,0,245,126,370,0.000
762,0,245,126,370,0.000
763,0,245,126,370,0.000
764,0,245,126,370,0.000
765,0,245,126,370,0.000
766,0,244,126,369,0.000
767,0,244,126,369,0.000
768,0,244,126,369,0.000
769,0,244,126,369,0.000
770,0,244,126,369,0.000
771,0,244,126,369,0.000
772,0,244,126,369,0.000
773,0,244,126,369,0.000
774,0,244,126,369,0.000
775,0,244,126,369,0.000
776,0,244,126,369,0.000
777,0,244,126,369,0.000
778,0,244,126,369,0.000
779,0,244,126,369,0.000
780,0,244,126,369,0.000
781,0,244,126,369,0.000
782,0,244,126,369,0.000
783,0,244,126,369,0.000
784,0,244,126,369,0.000
785,0,244,126,369,0.000
786,0,244,126,369,0.000
787,0,244,126,369,0.000
788,0,244,126,369,0.000
789,0,244,126,369,0.000
790,0,244,126,369,0.000
791,0,244,126,369,0.000
792,0,244,126,369,0.000
793,0,244,126,369,0.000
794,0,244,126,369,0.000
795,0,244,126,369,0.000
796,0,244,126,369,0.000
797,0,244,126,369,0.000
798,0,244,126,369,0.000
799,0,244,126,369,0.000
800,0,244,126,369,0.000
801,0,244,126,369,0.000
802,0,244,126,369,0.000
803,0,244,126,369,0.000
804,0,244,126,369,0.000
805,0,243,126,368,0.000
806,0,244,125,368,0.000
807,0,244,125,368,0.000
808,0,244,125,368,0.000
809,0,244,125,368,0.000
810,0,244,125,368,0.000
811,0,244,125,368,0.000
812,0,244,125,368,0.000
813,0,244,125,368,0.000
814,0,244,125,368,0.000
815,0,244,125,368,0.000
816,0,244,125,368,0.000
817,0,244,125,368,0.000
818,0,244,125,368,0.000
819,0,244,125,368,0.000
820,0,244,125,368,0.000
821,0,244,125,368,0.000
822,0,244,125,368,0.000
823,0,244,125,368,0.000
824,0,244,125,368,0.000
825,0,244,125,368,0.000
826,0,244,125,368,0.000
827,0,244,125,368,0.000
828,0,244,125,368,0.000
829,0,244,125,368,0.000
830,0,244,125,368,0.000
831,0,244,125,368,0.000
832,0,244,125,368,0.000
833,0,244,125,368,0.000
834,0,244,125,368,0.000
835,0,244,125,368,0.000
836,0,244,125,368,0.000
837,0,244,125,368,0.000
838,0,244,125,368,0.000
839,0,244,125,368,0.000
840,0,244,125,368,0.000
841,0,244,125,368,0.000
842,0,244,125,368,0.000
843,0,244,125,368,0.000
844,0,244,125,368,0.000
845,0,243,125,367,0.000
846,0,243,125,367,0.000
847,0,243,125,367,0.000
848,0,243,125,367,0.000
849,0,243,125,367,0.000
850,0,243,125,367,0.000
851,0,244,124,367,0.000
852,0,244,124,367,0.000
853,0,244,124,367,0.000
854,0,244,124,367,0.000
855,0,244,124,367,0.000
856,0,244,124,367,0.000
857,0,244,124,367,0.000
858,0,244,124,367,0.000
859,0,244,124,367,0.000
860,0,244,124,367,0.000
861,0,244,124,367,0.000
862,0,244,124,367,0.000
863,0,244,124,367,0.000
864,0,244,124,367,0.000
865,0,244,124,367,0.000
866,0,244,124,367,0.000
867,0,244,124,367,0.000
868,0,244,124,367,0.000
869,0,244,124,367,0.000
870,0,244,124,367,0.000
871,0,244,124,367,0.000
872,0,244,124,367,0.000
873,0,244,124,367,0.000
874,0,244,124,367,0.000
875,0,244,124,367,0.000
876,0,244,124,367,0.000
877,0,244,124,367,0.000
878,0,244,124,367,0.000
879,0,244,124,367,0.000
880,0,244,124,367,0.000
881,0,244,124,367,0.000
882,0,244,124,367,0.000
883,0,244,124,367,0.000
884,0,243,124,366,0.000
885,0,244,123,366,0.000
886,0,244,123,366,0.000
887,0,244,123,366,0.000
888,0,244,123,366,0.000
889,0,244,123,366,0.000
890,0,244,123,366,0.000
891,0,244,123,366,0.000
892,0,244,123,366,0.000
893,0,244,123,366,0.000
894,0,244,123,366,0.000
895,0,244,123,366,0.000
896,0,244,123,366,0.000
897,0,244,123,366,0.000
898,0,244,123,366,0.000
899,0,244,123,366,0.000
900,0,244,123,366,0.000
901,0,244,123,366,0.000
902,0,244,123,366,0.000
903,0,244,123,366,0.000
904,239,244,123,366,0.020
905,239,244,123,366,0.020
906,0,244,123,366,0.000
907,0,244,123,366,0.000
908,0,244,123,366,0.000
909,0,244,123,366,0.000
910,0,244,123,366,0.000
911,0,244,123,366,0.000
912,0,244,123,366,0.000
913,0,244,123,366,0.000
914,0,244,123,366,0.000
915,0,244,123,366,0.000
916,0,244,123,366,0.000
917,0,244,123,366,0.000
918,0,244,123,366,0.000
919,0,244,123,366,0.000
920,0,245,122,366,0.000
921,0,245,122,366,0.000
922,0,245,122,366,0.000
923,0,244,122,365,0.000
924,0,244,122,365,0.000
925,0,244,122,365,0.000
926,0,244,122,365,0.000
927,0,244,122,365,0.000
928,0,244,122,365,0.000
929,0,244,122,365,0.000
930,0,244,122,365,0.000
931,0,244,122,365,0.000
932,0,244,122,365,0.000
933,0,244,122,365,0.000
934,0,244,122,365,0.000
935,0,244,122,365,0.000
936,0,244,122,365,0.000
937,0,244,122,365,0.000
938,0,244,122,365,0.000
939,0,244,122,365,0.000
940,0,244,122,365,0.000
941,0,244,122,365,0.000
942,0,244,122,365,0.000
943,0,244,122,365,0.000
944,0,244,122,365,0.000
945,0,244,122,365,0.000
946,0,244,122,365,0.000
947,0,244,122,365,0.000
948,0,244,122,365,0.000
949,0,244,122,365,0.000
950,0,244,122,365,0.000
951,0,244,122,365,0.000
952,0,244,122,365,0.000
953,0,244,122,365,0.000
954,0,245,121,365,0.000
955,0,245,121,365,0.000
956,0,245,121,365,0.000
957,0,245,121,365,0.000
958,0,245,121,365,0.000
959,0,245,121,365,0.000
960,0,245,121,365,0.000
961,0,245,121,365,0.000
962,0,244,121,364,0.000
963,0,244,121,364,0.000
964,0,244,121,364,0.000
965,0,244,121,364,0.000
966,0,244,121,364,0.000
967,0,244,121,364,0.000
968,0,244,121,364,0.000
969,0,244,121,364,0.000
970,0,244,121,364,0.000
971,0,244,121,364,0.000
972,0,244,121,364,0.000
973,0,244,121,364,0.000
974,0,244,121,364,0.000
975,0,244,121,364,0.000
976,0,244,121,364,0.000
977,0,244,121,364,0.000
978,0,244,121,364,0.000
979,0,244,121,364,0.000
980,0,244,121,364,0.000
981,0,244,121,364,0.000
982,0,244,121,364,0.000
983,0,244,121,364,0.000
984,0,244,121,364,0.000
985,0,244,121,364,0.000
986,0,244,121,364,0.000
987,0,244,121,364,0.000
988,0,245,120,364,0.000
989,0,245,120,364,0.000
